       0   -1206.81911111 
       0   -1206.81905374 
       0   -1206.81896465 
       0   -1206.81888557 
       0   -1206.81879668 
       0   -1206.81887193 
       0   -1206.81895595 
       0    -1206.8190273 
       0   -1206.81905863 
       0    -1206.8190267 
       0    -1206.8189936 
       0   -1206.81890249 
       0   -1206.81882654 
       0   -1206.81888401 
       0   -1206.81896495 
       0   -1206.81905803 
       0   -1206.81908662 
       0     -1206.819094 
       0   -1206.81904124 
       0   -1206.81898983 
       0   -1206.81886745 
       0   -1206.81888456 
       0   -1206.81897792 
       0   -1206.81905949 
       0     -1206.819077 
       0   -1206.81906821 
       0   -1206.81903548 
       0   -1206.81894013 
       0   -1206.81883835 
       0   -1206.81881203 
       0   -1206.81893691 
       0   -1206.81899132 
       0    -1206.8190495 
       0   -1206.81904734 
       0    -1206.8190302 
       0   -1206.81894694 
       0   -1206.81887629 
       0   -1206.81882973 
       0   -1206.81891655 
       0   -1206.81901788 
       0   -1206.81906046 
       0   -1206.81910154 
       0   -1206.81907854 
       0    -1206.8190085 
       0   -1206.81892616 
       0    -1206.8188464 
       0   -1206.81892959 
       0   -1206.81899647 
       0   -1206.81907104 
       0   -1206.81911111 
