# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 438.059 -311520 2744.77 163207 72.287 72.287 36.065 120
100 437.489 -311523 832.533 163367 72.3108 72.3108 36.0769 120
200 450.846 -311513 360.099 163525 72.334 72.334 36.0885 120
300 460.664 -311496 848.654 163675 72.3561 72.3561 36.0995 120
400 457.48 -311483 -175.297 163810 72.376 72.376 36.1094 120
500 456.7 -311511 -2226.89 163912 72.391 72.391 36.1169 120
600 447.133 -311533 -791.721 163948 72.3964 72.3964 36.1196 120
700 440.222 -311538 -477.815 163934 72.3943 72.3943 36.1185 120
800 440.732 -311527 -235.731 163901 72.3894 72.3894 36.1161 120
900 450.106 -311517 64.2234 163866 72.3843 72.3843 36.1136 120
1000 458.226 -311516 351.204 163840 72.3804 72.3804 36.1116 120
1100 454.882 -311519 2661.09 163834 72.3796 72.3796 36.1112 120
1200 448.142 -311537 606.931 163870 72.3848 72.3848 36.1138 120
1300 442.568 -311550 -1159.1 163927 72.3933 72.3933 36.118 120
1400 440.845 -311544 370.246 163986 72.4019 72.4019 36.1223 120
1500 450.794 -311539 -1243.38 164023 72.4074 72.4074 36.1251 120
1600 454.283 -311524 -829.611 164040 72.4099 72.4099 36.1263 120
1700 457.942 -311530 -1481.46 164049 72.4112 72.4112 36.127 120
1800 452.31 -311540 21.9719 164028 72.408 72.408 36.1254 120
1900 446.663 -311552 315.779 163996 72.4034 72.4034 36.1231 120
2000 446.839 -311561 112.408 163970 72.3996 72.3996 36.1212 120
2100 447.729 -311550 175.502 163964 72.3987 72.3987 36.1207 120
2200 450.467 -311536 -89.8012 163968 72.3993 72.3993 36.121 120
2300 456.171 -311537 86.0774 163983 72.4014 72.4014 36.1221 120
2400 444.133 -311525 230.03 164007 72.405 72.405 36.1238 120
2500 445.887 -311549 -542.843 164030 72.4083 72.4083 36.1255 120
2600 443.474 -311555 -63.6056 164037 72.4094 72.4094 36.1261 120
2700 448.098 -311560 -1290.69 164038 72.4096 72.4096 36.1262 120
2800 451.088 -311547 103.301 164030 72.4084 72.4084 36.1256 120
2900 455.453 -311542 -240.156 164020 72.407 72.407 36.1248 120
3000 451.59 -311537 655.68 164003 72.4044 72.4044 36.1236 120
3100 446.25 -311543 1020.34 163997 72.4036 72.4036 36.1232 120
3200 442.046 -311552 812.651 164009 72.4054 72.4054 36.1241 120
3300 448.42 -311565 -787.445 164033 72.4088 72.4088 36.1258 120
3400 446.712 -311547 -198.829 164038 72.4096 72.4096 36.1262 120
3500 453.177 -311543 -6.6467 164027 72.408 72.408 36.1254 120
3600 454.161 -311543 -179.624 164014 72.4061 72.4061 36.1244 120
3700 455.067 -311560 -228.706 164009 72.4053 72.4053 36.124 120
3800 448.833 -311565 511.511 164009 72.4053 72.4053 36.124 120
3900 443.781 -311563 -50.7758 164024 72.4076 72.4076 36.1252 120
4000 450.189 -311565 238.892 164041 72.4101 72.4101 36.1264 120
4100 451.567 -311550 -149.774 164053 72.4118 72.4118 36.1272 120
4200 454.447 -311543 -152.314 164055 72.4121 72.4121 36.1274 120
4300 451.337 -311546 333.266 164053 72.4117 72.4117 36.1272 120
4400 445.786 -311554 -799.191 164054 72.412 72.412 36.1273 120
4500 446.475 -311569 -421.069 164053 72.4118 72.4118 36.1273 120
4600 447.362 -311566 -239.122 164051 72.4114 72.4114 36.1271 120
4700 447.217 -311549 53.3467 164058 72.4125 72.4125 36.1276 120
4800 456.415 -311551 -443.383 164072 72.4146 72.4146 36.1287 120
4900 453.959 -311547 209.287 164072 72.4147 72.4147 36.1287 120
5000 449.886 -311555 -173.967 164066 72.4137 72.4137 36.1282 120
5100 441.351 -311556 33.5224 164077 72.4153 72.4153 36.129 120
5200 445.796 -311568 -143.63 164085 72.4165 72.4165 36.1296 120
5300 447.461 -311559 -835.387 164086 72.4167 72.4167 36.1297 120
5400 450.884 -311548 825.11 164079 72.4156 72.4156 36.1291 120
5500 452.38 -311546 -537.333 164080 72.4158 72.4158 36.1293 120
5600 448.314 -311550 -48.4501 164079 72.4157 72.4157 36.1292 120
5700 442.152 -311557 162.822 164079 72.4156 72.4156 36.1291 120
5800 445.487 -311572 846.975 164086 72.4167 72.4167 36.1297 120
5900 446.691 -311567 -647.331 164101 72.4189 72.4189 36.1308 120
6000 449.651 -311557 58.3474 164106 72.4196 72.4196 36.1312 120
6100 455.221 -311556 -315.931 164105 72.4194 72.4194 36.1311 120
6200 453.837 -311559 818.854 164112 72.4204 72.4204 36.1316 120
6300 453.627 -311575 -547.499 164124 72.4222 72.4222 36.1324 120
6400 447.724 -311575 819.236 164119 72.4216 72.4216 36.1321 120
6500 445.808 -311570 994.353 164107 72.4197 72.4197 36.1312 120
6600 451.108 -311569 806.051 164100 72.4186 72.4186 36.1307 120
6700 450.382 -311556 46.8226 164107 72.4198 72.4198 36.1312 120
6800 454.264 -311565 -690.431 164126 72.4226 72.4226 36.1326 120
6900 448.443 -311564 156.606 164141 72.4247 72.4247 36.1337 120
7000 446.292 -311573 -24.6511 164153 72.4265 72.4265 36.1346 120
7100 447.268 -311579 -283.819 164158 72.4272 72.4272 36.135 120
7200 448.776 -311573 702.337 164157 72.4271 72.4271 36.1349 120
7300 450.1 -311561 -1180.46 164170 72.4291 72.4291 36.1359 120
7400 454.931 -311564 225.35 164182 72.4308 72.4308 36.1368 120
7500 454.007 -311571 -500.554 164188 72.4317 72.4317 36.1372 120
7600 449.957 -311575 375.602 164178 72.4302 72.4302 36.1365 120
7700 442.978 -311571 968.563 164154 72.4267 72.4267 36.1347 120
7800 446.891 -311577 754.538 164140 72.4245 72.4245 36.1336 120
7900 452.036 -311576 -935.666 164146 72.4255 72.4255 36.1341 120
8000 447.558 -311560 402.365 164159 72.4274 72.4274 36.135 120
8100 451.117 -311567 -580.298 164176 72.4299 72.4299 36.1363 120
8200 449.832 -311573 -111.909 164190 72.432 72.432 36.1373 120
8300 445.658 -311572 146.333 164199 72.4333 72.4333 36.138 120
8400 448.861 -311580 -875.275 164208 72.4346 72.4346 36.1386 120
8500 450.506 -311578 -1049.37 164201 72.4336 72.4336 36.1381 120
8600 447.237 -311565 446.528 164185 72.4312 72.4312 36.1369 120
8700 448.313 -311564 29.1878 164184 72.4311 72.4311 36.1369 120
8800 453.093 -311575 406.549 164189 72.4318 72.4318 36.1372 120
8900 452.769 -311582 1111.72 164190 72.4319 72.4319 36.1373 120
9000 446.901 -311578 -550.582 164196 72.4329 72.4329 36.1378 120
9100 449.622 -311580 -13.851 164202 72.4337 72.4337 36.1382 120
9200 449.729 -311575 -1012.08 164211 72.4351 72.4351 36.1389 120
9300 452.889 -311575 400.829 164224 72.4369 72.4369 36.1398 120
9400 452.456 -311574 -81.8784 164230 72.4379 72.4379 36.1403 120
9500 451.881 -311578 564.882 164233 72.4383 72.4383 36.1405 120
9600 451.048 -311584 -533.013 164237 72.4388 72.4388 36.1407 120
9700 450.655 -311583 -92.4162 164238 72.4391 72.4391 36.1409 120
9800 447.989 -311573 -334.695 164240 72.4393 72.4393 36.141 120
9900 453.979 -311580 868.055 164234 72.4385 72.4385 36.1406 120
10000 452.943 -311578 -37.4101 164241 72.4395 72.4395 36.1411 120
10100 448.753 -311574 -412.937 164251 72.441 72.441 36.1418 120
10200 447.516 -311577 -1455.53 164259 72.442 72.442 36.1423 120
10300 447.15 -311577 -112.401 164247 72.4403 72.4403 36.1415 120
10400 446.971 -311573 -551.678 164239 72.4392 72.4392 36.1409 120
10500 456.009 -311586 785.523 164237 72.4389 72.4389 36.1408 120
10600 450.412 -311574 -632.701 164238 72.4389 72.4389 36.1408 120
10700 452.135 -311579 -107.582 164238 72.439 72.439 36.1408 120
10800 451.195 -311584 -568.975 164243 72.4397 72.4397 36.1412 120
10900 449.544 -311583 248.579 164235 72.4385 72.4385 36.1406 120
11000 449.765 -311581 453.905 164230 72.4379 72.4379 36.1403 120
11100 450.081 -311576 -591.064 164230 72.4378 72.4378 36.1402 120
11200 452.61 -311577 -203.152 164234 72.4383 72.4383 36.1405 120
11300 453.847 -311581 -321.95 164232 72.4381 72.4381 36.1404 120
11400 446.142 -311573 -77.9899 164236 72.4387 72.4387 36.1407 120
11500 446.722 -311578 -566.19 164236 72.4387 72.4387 36.1407 120
11600 449.788 -311583 -574.962 164220 72.4363 72.4363 36.1395 120
11700 447.328 -311572 -128.571 164198 72.4331 72.4331 36.1379 120
11800 450.115 -311573 526.947 164183 72.431 72.431 36.1368 120
11900 450.085 -311576 94.9264 164188 72.4316 72.4316 36.1371 120
12000 448.17 -311579 -529.409 164203 72.4339 72.4339 36.1383 120
12100 447.702 -311582 -79.0629 164213 72.4353 72.4353 36.139 120
12200 446.604 -311581 849.066 164229 72.4377 72.4377 36.1402 120
12300 445.506 -311574 -214.62 164256 72.4416 72.4416 36.1421 120
12400 450.741 -311576 371.115 164276 72.4446 72.4446 36.1436 120
12500 454.749 -311581 -1019.03 164292 72.447 72.447 36.1448 120
12600 448.471 -311575 -1263.86 164284 72.4458 72.4458 36.1442 120
12700 448.834 -311584 357.396 164255 72.4415 72.4415 36.1421 120
12800 446.339 -311584 -1269.11 164229 72.4377 72.4377 36.1402 120
12900 446.651 -311582 1274.5 164204 72.434 72.434 36.1383 120
13000 450.312 -311583 381.885 164201 72.4336 72.4336 36.1381 120
13100 451.93 -311580 1386.42 164215 72.4356 72.4356 36.1391 120
13200 447.645 -311573 226.982 164240 72.4393 72.4393 36.141 120
13300 450.839 -311584 213.018 164265 72.443 72.443 36.1428 120
13400 447.695 -311585 474.48 164288 72.4463 72.4463 36.1445 120
13500 446.648 -311583 -581.297 164303 72.4486 72.4486 36.1456 120
13600 447.855 -311582 392.011 164306 72.449 72.449 36.1458 120
13700 451.922 -311584 481.705 164307 72.4491 72.4491 36.1459 120
13800 451.186 -311579 -417.997 164302 72.4484 72.4484 36.1455 120
13900 450.405 -311580 539.142 164290 72.4466 72.4466 36.1446 120
14000 450.692 -311586 74.2655 164269 72.4436 72.4436 36.1431 120
14100 449.506 -311589 -68.6325 164240 72.4392 72.4392 36.1409 120
14200 445.487 -311580 759.816 164205 72.4342 72.4342 36.1384 120
14300 451.915 -311587 17.6045 164190 72.432 72.432 36.1373 120
14400 449.889 -311580 -56.0345 164202 72.4337 72.4337 36.1382 120
14500 452.053 -311585 -201.841 164237 72.4389 72.4389 36.1408 120
14600 448.325 -311581 113.659 164279 72.4451 72.4451 36.1439 120
14700 453.075 -311593 -1031.65 164320 72.4511 72.4511 36.1469 120
14800 449.36 -311586 -516.9 164336 72.4534 72.4534 36.148 120
14900 453.65 -311590 -560.123 164321 72.4513 72.4513 36.147 120
15000 447.937 -311576 -188.526 164288 72.4463 72.4463 36.1445 120
15100 450.769 -311580 -130.891 164246 72.4401 72.4401 36.1414 120
15200 453.189 -311589 458.847 164222 72.4367 72.4367 36.1397 120
15300 445.477 -311581 968.321 164222 72.4366 72.4366 36.1396 120
15400 446.484 -311583 -127.463 164244 72.4399 72.4399 36.1413 120
15500 450.536 -311589 -278.71 164283 72.4457 72.4457 36.1442 120
15600 447.656 -311578 -1060.09 164322 72.4514 72.4514 36.147 120
15700 456.847 -311592 -362.796 164331 72.4527 72.4527 36.1476 120
