# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 1716.93 -308584 46385.5 167158 72.8658 72.8658 36.3538 120
500 1680.76 -308480 82164.4 167366 72.896 72.896 36.3688 120
1000 1709.44 -308511 61187.8 167554 72.9233 72.9233 36.3824 120
1500 1728.08 -308525 -3429.07 167726 72.9482 72.9482 36.3949 120
2000 1684.92 -308405 -61354.6 167882 72.9709 72.9709 36.4062 120
2500 1681.79 -308382 -71296 168025 72.9916 72.9916 36.4165 120
3000 1724.32 -308477 -24246.4 168155 73.0104 73.0104 36.4259 120
3500 1722 -308488 34545.2 168276 73.0279 73.0279 36.4346 120
4000 1700.71 -308472 66016 168387 73.0439 73.0439 36.4426 120
4500 1697.74 -308503 42552.9 168489 73.0586 73.0586 36.45 120
5000 1688.56 -308515 -9654.49 168579 73.0716 73.0716 36.4564 120
5500 1686.84 -308528 -56035.2 168657 73.0829 73.0829 36.4621 120
6000 1672.35 -308505 -58232.2 168724 73.0927 73.0927 36.467 120
6500 1699.33 -308560 -15930.8 168781 73.1008 73.1008 36.471 120
7000 1702.69 -308553 30631.9 168830 73.1079 73.1079 36.4745 120
7500 1690.68 -308502 47910.6 168870 73.1137 73.1137 36.4775 120
8000 1711.2 -308521 25970.8 168901 73.1182 73.1182 36.4797 120
8500 1714.51 -308511 -14280.5 168922 73.1212 73.1212 36.4812 120
9000 1712.58 -308493 -47251.9 168934 73.1229 73.1229 36.4821 120
9500 1699.24 -308462 -44721.5 168938 73.1235 73.1235 36.4823 120
10000 1718.31 -308511 -12047.6 168934 73.123 73.123 36.4821 120
10500 1715.3 -308523 25235.8 168924 73.1215 73.1215 36.4813 120
11000 1703.5 -308522 37796.1 168908 73.1191 73.1191 36.4802 120
11500 1675.11 -308491 21563.5 168884 73.1158 73.1158 36.4785 120
12000 1702.02 -308568 -12138.9 168856 73.1117 73.1117 36.4764 120
12500 1684.75 -308541 -37080.3 168824 73.107 73.107 36.4741 120
13000 1691.38 -308552 -35915.9 168789 73.102 73.102 36.4716 120
13500 1689.11 -308540 -9088.44 168750 73.0963 73.0963 36.4688 120
14000 1688.41 -308522 16717.6 168708 73.0903 73.0904 36.4658 120
14500 1681.61 -308491 31414.1 168664 73.0839 73.0839 36.4626 120
15000 1709.68 -308538 19051.9 168621 73.0778 73.0778 36.4595 120
15500 1729.03 -308573 -5426.77 168579 73.0716 73.0716 36.4565 120
16000 1709.25 -308534 -23731.6 168535 73.0653 73.0653 36.4533 120
16500 1700.96 -308528 -23776.9 168492 73.0591 73.0591 36.4502 120
17000 1697.49 -308540 -3761.94 168452 73.0534 73.0534 36.4474 120
17500 1704.56 -308579 18531.6 168418 73.0484 73.0484 36.4449 120
18000 1692.29 -308573 25252.2 168391 73.0445 73.0445 36.4429 120
18500 1679.75 -308560 15695.7 168369 73.0413 73.0413 36.4413 120
19000 1703.78 -308612 -1993.84 168350 73.0386 73.0386 36.44 120
19500 1688.33 -308571 -17092.2 168338 73.0368 73.0368 36.4391 120
20000 1705.49 -308592 -14362 168331 73.0359 73.0359 36.4386 120
20500 1720.54 -308606 -659.745 168333 73.0361 73.0361 36.4387 120
21000 1708.82 -308567 14537.6 168340 73.0372 73.0372 36.4393 120
21500 1709.33 -308556 21398.4 168352 73.0389 73.0389 36.4401 120
22000 1710.22 -308562 12859.6 168371 73.0416 73.0416 36.4415 120
22500 1715 -308590 -1973.26 168396 73.0453 73.0453 36.4433 120
23000 1714.1 -308608 -10623.7 168426 73.0495 73.0495 36.4454 120
23500 1696.86 -308592 -10150.1 168460 73.0545 73.0545 36.4479 120
24000 1689.52 -308597 -9.74089 168498 73.06 73.06 36.4507 120
24500 1685.1 -308595 13318.2 168537 73.0656 73.0656 36.4535 120
25000 1674.81 -308571 15860.9 168578 73.0716 73.0716 36.4564 120
25500 1686.28 -308587 6884.06 168623 73.078 73.078 36.4596 120
26000 1692.42 -308583 -3417.54 168670 73.0848 73.0848 36.463 120
26500 1707.22 -308596 -9824.08 168719 73.0918 73.0918 36.4665 120
27000 1684.4 -308527 -9164.42 168770 73.0993 73.0993 36.4702 120
27500 1706.92 -308563 547.952 168824 73.107 73.107 36.4741 120
28000 1707.21 -308558 8180.03 168877 73.1147 73.1147 36.478 120
28500 1704.95 -308551 9152.76 168927 73.1219 73.1219 36.4815 120
29000 1694.92 -308535 3252.33 168973 73.1286 73.1286 36.4849 120
29500 1710.15 -308586 -8767 169018 73.135 73.135 36.4881 120
30000 1701.96 -308586 -11893.9 169057 73.1407 73.1407 36.4909 120
30500 1682.75 -308562 -6963.91 169092 73.1457 73.1457 36.4934 120
31000 1678.72 -308567 -11.0126 169121 73.1498 73.1498 36.4955 120
31500 1688.18 -308590 6796.16 169143 73.1531 73.1531 36.4971 120
32000 1699.73 -308606 4078.78 169161 73.1557 73.1557 36.4984 120
32500 1700.81 -308587 297.463 169173 73.1575 73.1575 36.4993 120
33000 1699.9 -308556 -7816.54 169183 73.1588 73.1588 36.5 120
33500 1702.18 -308544 -7813.64 169190 73.1599 73.1599 36.5005 120
34000 1707.93 -308551 -4997.55 169195 73.1606 73.1606 36.5008 120
34500 1721.58 -308584 2875.94 169196 73.1607 73.1607 36.5009 120
35000 1711.73 -308574 4885.96 169195 73.1605 73.1605 36.5008 120
35500 1702.32 -308565 5754.79 169191 73.16 73.16 36.5006 120
36000 1695.39 -308559 -1770.33 169185 73.1591 73.1591 36.5001 120
36500 1691.68 -308561 -8269.34 169175 73.1577 73.1577 36.4994 120
37000 1710.54 -308606 -9266.91 169162 73.1558 73.1558 36.4984 120
37500 1670.51 -308527 -7697.67 169145 73.1534 73.1534 36.4972 120
38000 1701.43 -308593 3787.12 169123 73.1502 73.1502 36.4956 120
38500 1697.34 -308585 7223.16 169099 73.1467 73.1467 36.4939 120
39000 1692.34 -308572 4657.22 169076 73.1434 73.1434 36.4923 120
