# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 502.205 -311282 7738.07 164771 72.5173 72.5173 36.1799 120
500 490.865 -311260 -38205.5 164755 72.5149 72.5149 36.1787 120
1000 484.723 -311237 -50498 164703 72.5073 72.5073 36.1749 120
1500 501.814 -311261 -15516.2 164621 72.4952 72.4952 36.1689 120
2000 502.523 -311245 28795.3 164517 72.4799 72.4799 36.1613 120
2500 499.052 -311225 39419.5 164403 72.4633 72.4633 36.153 120
3000 511.399 -311246 9572.41 164290 72.4466 72.4466 36.1446 120
3500 513.932 -311256 -29057.5 164183 72.431 72.431 36.1368 120
4000 497.841 -311233 -34964.2 164092 72.4176 72.4176 36.1302 120
4500 506.225 -311273 -5054.93 164023 72.4073 72.4073 36.125 120
5000 501.591 -311283 27824.6 163972 72.3998 72.3998 36.1213 120
5500 493.185 -311283 34617.9 163936 72.3946 72.3946 36.1187 120
6000 493.728 -311296 10417.7 163920 72.3921 72.3921 36.1175 120
6500 494.763 -311302 -19418.8 163922 72.3926 72.3926 36.1177 120
7000 486.182 -311279 -26855.9 163942 72.3954 72.3954 36.1191 120
7500 496.699 -311291 -6624.2 163977 72.4006 72.4006 36.1217 120
8000 505.288 -311295 21066.7 164025 72.4076 72.4076 36.1252 120
8500 497.288 -311264 29785.7 164079 72.4156 72.4156 36.1292 120
9000 509.414 -311281 12071.7 164137 72.4241 72.4241 36.1334 120
9500 507.014 -311274 -18127.5 164202 72.4337 72.4337 36.1382 120
10000 499.471 -311263 -29590.3 164271 72.4439 72.4439 36.1433 120
10500 502.517 -311279 -8998.54 164339 72.4538 72.4538 36.1482 120
11000 498.592 -311284 18921.9 164405 72.4635 72.4635 36.1531 120
11500 496.134 -311294 26552.9 164461 72.4718 72.4718 36.1572 120
12000 499.142 -311313 5772.6 164502 72.4778 72.4778 36.1602 120
12500 497.126 -311316 -20316.6 164530 72.482 72.482 36.1623 120
13000 495.027 -311314 -25525.6 164545 72.4841 72.4841 36.1633 120
13500 497.477 -311317 -5028.74 164548 72.4846 72.4846 36.1636 120
14000 499.792 -311316 15997.2 164545 72.4842 72.4842 36.1634 120
14500 502.515 -311314 20914.5 164535 72.4827 72.4827 36.1626 120
15000 502.808 -311308 5468.73 164524 72.4811 72.4811 36.1618 120
15500 509.389 -311318 -14177.7 164512 72.4793 72.4793 36.1609 120
16000 500.755 -311298 -19591.3 164498 72.4772 72.4772 36.1599 120
16500 503.081 -311308 -6853.17 164486 72.4754 72.4754 36.159 120
17000 501.834 -311313 12805.9 164476 72.474 72.474 36.1583 120
17500 499.887 -311319 19701.3 164468 72.4728 72.4728 36.1577 120
18000 499.178 -311329 7926.45 164461 72.4718 72.4718 36.1572 120
18500 493.554 -311325 -13111.5 164459 72.4715 72.4715 36.1571 120
19000 494.877 -311332 -19358.6 164463 72.4721 72.4721 36.1573 120
19500 497.724 -311336 -3085.52 164468 72.4729 72.4729 36.1577 120
20000 496.903 -311330 13051.2 164479 72.4744 72.4744 36.1585 120
20500 498.34 -311326 16497 164491 72.4762 72.4762 36.1594 120
21000 503.443 -311329 2184.43 164506 72.4783 72.4783 36.1605 120
21500 499.132 -311314 -12360.6 164520 72.4804 72.4804 36.1615 120
22000 502.984 -311319 -12609.3 164531 72.482 72.482 36.1623 120
22500 506.097 -311325 -3612.46 164540 72.4834 72.4834 36.163 120
23000 502.881 -311322 9171 164547 72.4844 72.4844 36.1635 120
23500 503.65 -311331 10773.6 164555 72.4855 72.4855 36.164 120
24000 500.429 -311334 3447.55 164558 72.486 72.486 36.1643 120
24500 496.984 -311336 -8507.47 164562 72.4866 72.4866 36.1646 120
25000 495.006 -311340 -11180.4 164565 72.487 72.487 36.1648 120
25500 497.629 -311352 -3766.45 164568 72.4875 72.4875 36.165 120
26000 493.766 -311344 6410.76 164568 72.4875 72.4875 36.165 120
26500 497.655 -311349 10757.6 164564 72.487 72.487 36.1648 120
27000 502.522 -311352 3950.51 164557 72.4859 72.4859 36.1642 120
27500 503.972 -311349 -6992.16 164548 72.4846 72.4846 36.1636 120
28000 500.097 -311334 -11304.8 164540 72.4834 72.4834 36.163 120
28500 499.434 -311328 -5384.34 164534 72.4825 72.4825 36.1625 120
29000 508.088 -311348 8267.42 164526 72.4813 72.4813 36.1619 120
29500 506.455 -311347 12638.1 164527 72.4815 72.4815 36.162 120
