# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 1195.16 -309624 62278.2 166039 72.7029 72.7029 36.2725 120
500 1200.59 -309627 50757.3 166227 72.7302 72.7302 36.2861 120
1000 1220.66 -309666 -441.235 166387 72.7536 72.7536 36.2978 120
1500 1223.16 -309667 -50853.1 166524 72.7736 72.7736 36.3078 120
2000 1191.63 -309608 -58198.6 166639 72.7903 72.7903 36.3161 120
2500 1198.68 -309636 -24693.2 166734 72.8041 72.8041 36.323 120
3000 1209.13 -309669 25393.1 166808 72.8148 72.8148 36.3283 120
3500 1197.01 -309654 45128.2 166864 72.823 72.823 36.3324 120
4000 1196.82 -309666 24428.9 166900 72.8283 72.8283 36.3351 120
4500 1205.67 -309694 -17474.6 166918 72.831 72.831 36.3364 120
5000 1202.8 -309695 -46085.5 166921 72.8313 72.8313 36.3366 120
5500 1199.07 -309691 -39287.3 166911 72.8298 72.8298 36.3358 120
6000 1201.81 -309696 -5348.68 166889 72.8267 72.8267 36.3343 120
6500 1203.93 -309693 27267.9 166857 72.822 72.822 36.3319 120
7000 1197.95 -309672 32547 166815 72.8159 72.8159 36.3289 120
7500 1210.45 -309689 7678.29 166765 72.8086 72.8086 36.3252 120
8000 1210.41 -309683 -21355.6 166706 72.8 72.8 36.321 120
8500 1204.02 -309672 -34835.1 166642 72.7908 72.7908 36.3163 120
9000 1203.44 -309686 -21474.1 166576 72.7812 72.7812 36.3115 120
9500 1205.13 -309714 10277.6 166511 72.7716 72.7716 36.3068 120
10000 1210.76 -309743 27136.6 166451 72.7628 72.7628 36.3024 120
10500 1189.55 -309705 24683.3 166397 72.755 72.755 36.2985 120
11000 1209.5 -309752 3658.5 166350 72.7481 72.7481 36.2951 120
11500 1197.89 -309731 -14449.3 166309 72.7422 72.7422 36.2921 120
12000 1190.88 -309717 -19812.1 166278 72.7376 72.7376 36.2898 120
12500 1201.01 -309736 -7726.94 166255 72.7344 72.7344 36.2882 120
13000 1198.06 -309720 10621 166243 72.7326 72.7326 36.2873 120
13500 1209.55 -309721 23906.6 166244 72.7327 72.7327 36.2874 120
14000 1221.46 -309732 21857.8 166260 72.735 72.735 36.2885 120
14500 1215.29 -309719 5693.18 166291 72.7396 72.7396 36.2908 120
15000 1217.69 -309735 -10612.7 166333 72.7457 72.7457 36.2939 120
15500 1201.32 -309722 -14732.8 166383 72.7529 72.7529 36.2975 120
16000 1201.63 -309738 -5206.92 166438 72.7611 72.7611 36.3015 120
16500 1193.9 -309729 10902.5 166501 72.7702 72.7702 36.3061 120
17000 1202.93 -309751 19239 166570 72.7803 72.7803 36.3111 120
17500 1189.23 -309729 11999.2 166644 72.7911 72.7911 36.3165 120
18000 1195.98 -309748 -2913.74 166720 72.8021 72.8021 36.322 120
18500 1198.84 -309760 -14632 166797 72.8133 72.8133 36.3276 120
19000 1191.7 -309752 -11938.2 166873 72.8244 72.8244 36.3331 120
19500 1199.27 -309772 74.4054 166949 72.8354 72.8354 36.3386 120
20000 1196.24 -309770 10730.3 167021 72.8459 72.8459 36.3438 120
20500 1197.79 -309775 10280.1 167089 72.8558 72.8558 36.3488 120
21000 1203.34 -309779 -1289.66 167153 72.8651 72.8651 36.3534 120
21500 1191.5 -309737 -10061.1 167210 72.8733 72.8733 36.3575 120
22000 1200.35 -309737 -12980.5 167259 72.8805 72.8805 36.3611 120
22500 1195.65 -309718 -6551.14 167299 72.8862 72.8862 36.364 120
23000 1210.81 -309746 832.083 167328 72.8905 72.8905 36.3661 120
23500 1200.46 -309731 4578.47 167347 72.8932 72.8932 36.3674 120
24000 1201.33 -309746 2519.72 167357 72.8947 72.8947 36.3682 120
24500 1192.97 -309748 -2233.21 167360 72.8951 72.8951 36.3684 120
25000 1190.83 -309757 -9298.97 167356 72.8946 72.8946 36.3681 120
25500 1190.75 -309760 -7724.18 167343 72.8926 72.8926 36.3671 120
26000 1206.83 -309792 -1896.28 167320 72.8894 72.8894 36.3655 120
26500 1200.15 -309774 -689.474 167294 72.8855 72.8855 36.3636 120
27000 1206.97 -309782 -968.204 167264 72.8812 72.8812 36.3615 120
27500 1203.25 -309772 1464.05 167228 72.876 72.876 36.3588 120
28000 1205.27 -309774 4901.63 167187 72.8701 72.8701 36.3559 120
28500 1195.21 -309760 225.37 167150 72.8645 72.8645 36.3531 120
29000 1207.92 -309800 -4106.84 167113 72.8592 72.8592 36.3505 120
29500 1196.95 -309795 -5927.4 167079 72.8543 72.8543 36.348 120
30000 1187.95 -309791 -3379.96 167048 72.8498 72.8498 36.3458 120
30500 1195.21 -309810 4993.64 167020 72.8457 72.8457 36.3437 120
31000 1194.17 -309800 9287.91 166995 72.842 72.842 36.3419 120
31500 1197.15 -309788 5127.45 166974 72.839 72.839 36.3404 120
32000 1200.33 -309780 -1439.48 166959 72.8369 72.8369 36.3393 120
32500 1212.32 -309799 -3027.38 166951 72.8357 72.8357 36.3387 120
33000 1212.47 -309799 -2082.47 166949 72.8354 72.8354 36.3386 120
33500 1202.57 -309783 1234.05 166948 72.8353 72.8353 36.3386 120
34000 1211.27 -309809 4743.79 166949 72.8354 72.8354 36.3386 120
34500 1203.09 -309800 5967.67 166954 72.8362 72.8362 36.339 120
35000 1191.54 -309782 3842.99 166965 72.8377 72.8377 36.3398 120
35500 1202.06 -309806 -1189.33 166979 72.8398 72.8398 36.3408 120
36000 1201.46 -309804 -4272.33 166996 72.8423 72.8423 36.342 120
36500 1196.77 -309796 -3609.01 167017 72.8453 72.8453 36.3435 120
37000 1193.82 -309800 4339.78 167042 72.8489 72.8489 36.3453 120
37500 1196.86 -309820 6922.54 167069 72.8529 72.8529 36.3473 120
38000 1189.86 -309813 4324.14 167096 72.8567 72.8567 36.3492 120
38500 1190.94 -309816 -1183.42 167120 72.8603 72.8603 36.351 120
39000 1194.39 -309819 -5201.88 167145 72.8639 72.8639 36.3528 120
39500 1196.1 -309806 -1240.4 167169 72.8674 72.8674 36.3545 120
40000 1191.41 -309777 873.92 167195 72.8712 72.8712 36.3565 120
40500 1208.19 -309800 3484.86 167222 72.8751 72.8751 36.3584 120
41000 1205.14 -309789 2842.19 167250 72.8791 72.8791 36.3604 120
41500 1199.33 -309777 895.577 167279 72.8833 72.8833 36.3625 120
42000 1197.85 -309782 -2763.06 167306 72.8873 72.8873 36.3645 120
