0.0     4.3896151
0.1282282715750936     4.389634
0.2564565431501872     4.3896512
0.38468481472528077     4.3896764
0.5129130863003744     4.3896949
0.6411413578754679     4.389683
0.7693696294505615     4.3896608
0.8975979010256552     4.3896421
1.0258261726007487     4.3896331
1.1540544441758422     4.3896411
1.2822827157509358     4.3896516
1.4105109873260295     4.3896733
1.538739258901123     4.3896926
1.6669675304762166     4.3896791
1.7951958020513104     4.3896588
1.9234240736264039     4.3896353
2.0516523452014974     4.3896232
2.179880616776591     4.3896198
2.3081088883516845     4.3896334
2.436337159926778     4.3896497
2.5645654315018716     4.3896804
2.6927937030769655     4.3896758
2.821021974652059     4.38965
2.9492502462271526     4.3896263
3.077478517802246     4.3896254
3.2057067893773397     4.3896282
3.333935060952433     4.3896345
3.4621633325275267     4.3896622
3.5903916041026207     4.3896911
3.7186198756777142     4.3896976
3.8468481472528078     4.3896662
3.9750764188279013     4.3896485
4.103304690402995     4.3896327
4.231532961978089     4.3896337
4.359761233553182     4.3896425
4.487989505128276     4.3896632
4.616217776703369     4.3896807
4.744446048278463     4.3896915
4.872674319853556     4.3896699
5.00090259142865     4.3896456
5.129130863003743     4.3896323
5.257359134578837     4.3896216
5.385587406153931     4.3896273
5.513815677729024     4.3896446
5.642043949304118     4.3896662
5.770272220879211     4.3896783
5.898500492454305     4.3896621
6.026728764029398     4.3896405
6.154957035604492     4.3896282
6.283185307179586     4.3896151
