# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 155.718 -311614 -967.208 163732 72.3646 72.3646 36.1037 120
50 156.265 -311612 284.859 163714 72.3619 72.3619 36.1024 120
100 154.985 -311609 275.718 163708 72.3611 72.3611 36.1019 120
150 156.448 -311612 492.6 163714 72.3619 72.3619 36.1024 120
200 155.825 -311612 349.109 163724 72.3633 72.3633 36.1031 120
250 155.679 -311613 -9.27821 163735 72.365 72.365 36.1039 120
300 156.578 -311616 -30.2614 163746 72.3666 72.3666 36.1047 120
350 153.353 -311612 -165.551 163755 72.3679 72.3679 36.1054 120
400 153.499 -311614 267.057 163760 72.3686 72.3686 36.1057 120
450 153.031 -311614 253.124 163769 72.37 72.37 36.1064 120
500 153.592 -311615 -747.274 163778 72.3714 72.3714 36.1071 120
550 155.569 -311616 226.97 163775 72.3709 72.3709 36.1069 120
600 155.709 -311615 -471.713 163768 72.3698 72.3698 36.1063 120
650 153.94 -311610 -461.268 163752 72.3674 72.3674 36.1051 120
700 154.903 -311611 264.857 163729 72.3642 72.3642 36.1035 120
750 156.511 -311612 284.772 163710 72.3612 72.3612 36.102 120
800 154.932 -311610 451.943 163698 72.3595 72.3595 36.1012 120
850 155.631 -311612 303.137 163705 72.3606 72.3606 36.1017 120
900 155.134 -311612 491.282 163725 72.3635 72.3635 36.1032 120
950 156.238 -311616 -131.331 163753 72.3677 72.3677 36.1052 120
1000 154.273 -311613 -356.437 163780 72.3716 72.3716 36.1072 120
1050 154.505 -311615 -809.939 163798 72.3742 72.3742 36.1085 120
1100 153.661 -311614 -607.232 163800 72.3746 72.3746 36.1087 120
1150 154.992 -311616 -24.5671 163788 72.3728 72.3728 36.1078 120
1200 154.95 -311615 -509.287 163770 72.3701 72.3701 36.1064 120
1250 153.658 -311612 305.911 163742 72.366 72.366 36.1044 120
1300 155.759 -311614 114.04 163715 72.362 72.362 36.1024 120
1350 155.3 -311612 343.709 163690 72.3583 72.3583 36.1006 120
1400 155.059 -311610 911.91 163677 72.3564 72.3564 36.0996 120
1450 154.553 -311609 767.149 163684 72.3574 72.3574 36.1001 120
1500 154.864 -311611 120.747 163704 72.3604 72.3604 36.1016 120
1550 155.28 -311613 -182.148 163730 72.3643 72.3643 36.1036 120
1600 155.77 -311616 -698.233 163754 72.3678 72.3678 36.1053 120
1650 154.263 -311614 252.452 163764 72.3693 72.3693 36.1061 120
1700 154.629 -311616 -92.8609 163772 72.3704 72.3704 36.1066 120
1750 153.257 -311613 -609.432 163772 72.3704 72.3704 36.1066 120
1800 153.729 -311614 -397.299 163762 72.3689 72.3689 36.1059 120
1850 154.563 -311614 -241.122 163749 72.367 72.367 36.1049 120
1900 154.223 -311612 399.897 163734 72.3648 72.3648 36.1038 120
1950 155.333 -311614 254.802 163731 72.3644 72.3644 36.1036 120
2000 156.401 -311614 -126.436 163740 72.3657 72.3657 36.1043 120
2050 155.738 -311612 398.476 163751 72.3673 72.3673 36.105 120
2100 155.444 -311612 -343.65 163763 72.3691 72.3691 36.106 120
2150 155.474 -311613 -617.755 163772 72.3705 72.3705 36.1066 120
