# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 209.278 -311528 -424.331 163997 72.4035 72.4035 36.1231 120
50 210.935 -311529 -408.348 163999 72.4038 72.4038 36.1233 120
100 208.886 -311523 493.395 163999 72.4038 72.4038 36.1233 120
150 210.062 -311523 -272.53 164004 72.4046 72.4046 36.1237 120
200 208.884 -311521 104.858 164007 72.4051 72.4051 36.1239 120
250 210.142 -311524 -507.293 164010 72.4055 72.4055 36.1241 120
300 209.563 -311525 -449.534 164010 72.4054 72.4054 36.1241 120
350 208.497 -311525 -302.753 164001 72.4041 72.4041 36.1234 120
400 208.555 -311528 -377.999 163986 72.402 72.402 36.1224 120
450 208.277 -311529 359.125 163971 72.3998 72.3998 36.1212 120
500 206.796 -311527 -1197.97 163959 72.398 72.398 36.1204 120
550 209.177 -311532 533.799 163939 72.3951 72.3951 36.1189 120
600 207.943 -311528 557.032 163932 72.394 72.394 36.1184 120
650 209.435 -311529 1316.64 163939 72.3951 72.3951 36.1189 120
700 209.034 -311526 481.628 163959 72.398 72.398 36.1204 120
750 208.891 -311524 59.901 163982 72.4013 72.4013 36.122 120
800 209.11 -311523 -564.272 164003 72.4044 72.4044 36.1236 120
850 210.153 -311524 -595.646 164015 72.4062 72.4062 36.1245 120
900 211.944 -311528 -574.006 164017 72.4064 72.4064 36.1246 120
950 208.414 -311523 9.40065 164009 72.4054 72.4054 36.1241 120
1000 210.293 -311529 78.8592 164003 72.4044 72.4044 36.1236 120
1050 209.767 -311531 -456.595 163994 72.4031 72.4031 36.1229 120
1100 208.682 -311531 42.6368 163975 72.4003 72.4003 36.1215 120
1150 207.687 -311530 975.355 163958 72.3978 72.3978 36.1203 120
1200 206.011 -311527 603.822 163954 72.3973 72.3973 36.12 120
1250 208.603 -311531 594.54 163960 72.3981 72.3981 36.1204 120
1300 207.48 -311526 -585.931 163975 72.4004 72.4004 36.1216 120
1350 209.364 -311528 -363.621 163987 72.402 72.402 36.1224 120
1400 209.475 -311525 476.858 163994 72.4031 72.4031 36.1229 120
1450 211.415 -311527 -181.534 164004 72.4046 72.4046 36.1237 120
1500 210.5 -311524 -132.453 164011 72.4056 72.4056 36.1242 120
1550 208.97 -311523 -366.674 164016 72.4063 72.4063 36.1245 120
1600 210.62 -311527 -488.753 164015 72.4063 72.4063 36.1245 120
1650 210.207 -311530 -472.393 164006 72.4049 72.4049 36.1238 120
1700 209.532 -311531 67.1872 163989 72.4024 72.4024 36.1225 120
1750 207.76 -311529 97.9918 163975 72.4003 72.4003 36.1215 120
1800 207.632 -311531 872.611 163967 72.3991 72.3991 36.1209 120
1850 209.203 -311533 249.587 163968 72.3992 72.3992 36.121 120
1900 207.124 -311527 -11.9094 163975 72.4004 72.4004 36.1216 120
1950 208.831 -311527 490.698 163983 72.4015 72.4015 36.1221 120
2000 210.652 -311529 343.652 163997 72.4036 72.4036 36.1232 120
2050 209.093 -311524 10.1339 164020 72.4069 72.4069 36.1248 120
2100 211.096 -311526 -853.597 164042 72.4102 72.4102 36.1265 120
2150 208.636 -311522 -631.642 164053 72.4117 72.4117 36.1272 120
2200 210.348 -311525 -1068.22 164052 72.4117 72.4117 36.1272 120
2250 209.481 -311527 -602.305 164036 72.4092 72.4092 36.126 120
2300 209.212 -311529 395.439 164010 72.4055 72.4055 36.1241 120
2350 207.285 -311528 487.155 163991 72.4027 72.4027 36.1227 120
2400 207.623 -311530 -595.266 163974 72.4001 72.4001 36.1214 120
2450 207.492 -311530 566.629 163953 72.3971 72.3971 36.1199 120
2500 209.089 -311532 641.672 163942 72.3955 72.3955 36.1191 120
2550 208.415 -311530 885.421 163940 72.3951 72.3951 36.1189 120
2600 208.309 -311527 885.146 163950 72.3966 72.3966 36.1197 120
2650 209.497 -311526 602.011 163974 72.4001 72.4001 36.1214 120
2700 210.405 -311526 -618.327 164004 72.4045 72.4045 36.1236 120
2750 211.41 -311526 -317.959 164027 72.408 72.408 36.1254 120
2800 207.529 -311520 -59.1208 164046 72.4108 72.4108 36.1268 120
2850 210.554 -311526 -97.6629 164059 72.4127 72.4127 36.1277 120
2900 210.478 -311529 -1188.7 164063 72.4133 72.4133 36.128 120
2950 210.476 -311532 330.885 164053 72.4118 72.4118 36.1273 120
3000 206.971 -311527 -1107 164039 72.4098 72.4098 36.1263 120
3050 209.917 -311535 -685.722 164009 72.4052 72.4052 36.124 120
3100 207.968 -311531 513.976 163971 72.3997 72.3997 36.1212 120
3150 207.531 -311529 1043.92 163943 72.3957 72.3957 36.1192 120
3200 207.795 -311528 679.306 163934 72.3943 72.3943 36.1185 120
3250 210.521 -311530 602.106 163939 72.395 72.395 36.1189 120
3300 209.336 -311526 -366.893 163949 72.3965 72.3965 36.1196 120
3350 209.844 -311524 723.568 163956 72.3975 72.3975 36.1201 120
3400 211.829 -311528 677.087 163969 72.3994 72.3994 36.1211 120
3450 210.93 -311527 163.541 163988 72.4022 72.4022 36.1225 120
3500 207.769 -311523 511.648 164005 72.4047 72.4047 36.1237 120
3550 207.7 -311525 344.033 164023 72.4074 72.4074 36.1251 120
3600 208.48 -311530 -738.012 164044 72.4104 72.4104 36.1266 120
3650 207.903 -311531 -1465.82 164051 72.4115 72.4115 36.1271 120
3700 207.841 -311531 -392.065 164037 72.4094 72.4094 36.126 120
3750 207.346 -311529 -104.906 164014 72.4061 72.4061 36.1244 120
3800 208.009 -311529 -28.0954 163991 72.4027 72.4027 36.1227 120
3850 209.484 -311530 540.574 163969 72.3995 72.3995 36.1211 120
3900 207.674 -311523 852.939 163951 72.3968 72.3968 36.1198 120
3950 209.323 -311525 907.171 163944 72.3957 72.3957 36.1192 120
4000 209.099 -311523 300.811 163946 72.3961 72.3961 36.1194 120
4050 209.384 -311525 -1.78896 163954 72.3972 72.3972 36.12 120
4100 210.764 -311529 258.474 163967 72.3991 72.3991 36.1209 120
4150 211.009 -311532 509.341 163984 72.4017 72.4017 36.1222 120
4200 209.904 -311532 117.956 164007 72.405 72.405 36.1239 120
