       0   -1201.9287    45.746916   -924.04107   -1206.3561    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916   -924.04104   -1206.3561    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04101    -1206.356    3.6671048   0.76032557            0            0 
       0   -1201.9285    45.746916   -924.04097    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9285    45.746916   -924.04093   -1206.3559    3.6671049   0.76032556            0            0 
       0   -1201.9285    45.746916   -924.04096    -1206.356    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916     -924.041    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04104    -1206.356    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916   -924.04105   -1206.3561    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04104    -1206.356    3.6671048   0.76032556            0            0 
       0   -1201.9286    45.746916   -924.04102    -1206.356    3.6671049   0.76032555            0            0 
       0   -1201.9286    45.746916   -924.04097    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9285    45.746916   -924.04093    -1206.356    3.6671048   0.76032556            0            0 
       0   -1201.9285    45.746916   -924.04096    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04099    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04103   -1206.3561    3.6671049   0.76032555            0            0 
       0   -1201.9287    45.746916   -924.04105   -1206.3561    3.6671048   0.76032558            0            0 
       0   -1201.9287    45.746916   -924.04106   -1206.3561    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04103   -1206.3561    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916   -924.04099    -1206.356    3.6671048   0.76032556            0            0 
       0   -1201.9285    45.746916   -924.04093    -1206.356    3.6671049   0.76032555            0            0 
       0   -1201.9285    45.746916   -924.04094    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04099    -1206.356    3.6671049   0.76032555            0            0 
       0   -1201.9286    45.746916   -924.04104   -1206.3561    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916   -924.04105   -1206.3561    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916   -924.04105   -1206.3561    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916   -924.04104   -1206.3561    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916   -924.04099    -1206.356    3.6671049   0.76032555            0            0 
       0   -1201.9285    45.746916   -924.04094    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9285    45.746916   -924.04093   -1206.3559    3.6671049   0.76032555            0            0 
       0   -1201.9286    45.746916   -924.04099    -1206.356    3.6671048   0.76032556            0            0 
       0   -1201.9286    45.746916   -924.04103    -1206.356    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916   -924.04106   -1206.3561    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04105   -1206.3561    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04103    -1206.356    3.6671049   0.76032555            0            0 
       0   -1201.9286    45.746916   -924.04099    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9285    45.746916   -924.04096    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9285    45.746916   -924.04093    -1206.356    3.6671048   0.76032556            0            0 
       0   -1201.9286    45.746916   -924.04097    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04102    -1206.356    3.6671049   0.76032555            0            0 
       0   -1201.9286    45.746916   -924.04104   -1206.3561    3.6671048   0.76032556            0            0 
       0   -1201.9287    45.746916   -924.04105   -1206.3561    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04104   -1206.3561    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916     -924.041    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04096    -1206.356    3.6671048   0.76032557            0            0 
       0   -1201.9285    45.746916   -924.04093    -1206.356    3.6671049   0.76032556            0            0 
       0   -1201.9286    45.746916   -924.04097    -1206.356    3.6671048   0.76032558            0            0 
       0   -1201.9286    45.746916   -924.04101    -1206.356    3.6671048   0.76032557            0            0 
       0   -1201.9286    45.746916   -924.04104   -1206.3561    3.6671048   0.76032558            0            0 
       0   -1201.9287    45.746916   -924.04107   -1206.3561    3.6671048   0.76032557            0            0 
