# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 1281.17 -309371 28312.9 165557 72.6324 72.6324 36.2373 120
500 1265.71 -309328 28167.5 165760 72.6621 72.6621 36.2522 120
1000 1309.62 -309398 8080.49 165940 72.6883 72.6883 36.2652 120
1500 1319.29 -309395 -19683.2 166096 72.7112 72.7112 36.2766 120
2000 1300.52 -309338 -30144.5 166229 72.7305 72.7305 36.2863 120
2500 1298.58 -309326 -19404.7 166342 72.747 72.747 36.2945 120
3000 1329.52 -309389 4355.37 166435 72.7606 72.7606 36.3013 120
3500 1292.19 -309325 18535.2 166513 72.7719 72.7719 36.3069 120
4000 1290.72 -309336 18739 166576 72.7811 72.7811 36.3115 120
4500 1313.82 -309404 459.941 166627 72.7885 72.7885 36.3152 120
5000 1305.24 -309407 -19142.8 166661 72.7936 72.7936 36.3177 120
5500 1272.13 -309355 -27297.1 166683 72.7967 72.7967 36.3193 120
6000 1289.24 -309393 -13546.8 166690 72.7977 72.7977 36.3198 120
6500 1299.67 -309416 5131.56 166687 72.7972 72.7972 36.3195 120
7000 1292.06 -309395 17186.8 166674 72.7953 72.7953 36.3186 120
7500 1284.07 -309368 11733.8 166654 72.7925 72.7925 36.3172 120
8000 1303.89 -309398 -4733.37 166629 72.7888 72.7889 36.3154 120
8500 1316.14 -309411 -15582 166598 72.7843 72.7843 36.3131 120
9000 1295.32 -309366 -16003.4 166567 72.7798 72.7798 36.3109 120
9500 1302.85 -309388 -3903.54 166538 72.7756 72.7756 36.3088 120
10000 1305.49 -309404 8601.22 166510 72.7715 72.7715 36.3067 120
10500 1295.15 -309399 17265.4 166482 72.7674 72.7674 36.3047 120
11000 1293.33 -309414 7997.1 166457 72.7638 72.7638 36.3029 120
11500 1304.4 -309449 -3046.45 166433 72.7603 72.7603 36.3011 120
12000 1293.04 -309435 -14333.4 166413 72.7574 72.7574 36.2997 120
12500 1286.14 -309426 -12471 166398 72.7551 72.7551 36.2985 120
13000 1295.72 -309442 1748.61 166385 72.7533 72.7533 36.2976 120
13500 1294.29 -309431 14347.9 166379 72.7525 72.7525 36.2972 120
14000 1290.23 -309414 14438.4 166384 72.7531 72.7531 36.2975 120
14500 1314.66 -309454 8069.2 166393 72.7545 72.7545 36.2982 120
15000 1303.7 -309429 -3244.3 166409 72.7567 72.7567 36.2994 120
15500 1298.2 -309416 -9050.25 166429 72.7597 72.7597 36.3009 120
16000 1299.68 -309421 -5958.95 166455 72.7635 72.7635 36.3027 120
16500 1305.2 -309438 2723.33 166485 72.7679 72.7679 36.3049 120
17000 1295.55 -309427 7426.15 166518 72.7727 72.7727 36.3073 120
17500 1303.4 -309449 9817.35 166548 72.7771 72.7771 36.3095 120
18000 1306.3 -309459 2479.62 166576 72.7811 72.7811 36.3115 120
18500 1292.67 -309434 -6110.05 166603 72.785 72.785 36.3135 120
19000 1300.68 -309452 -10253.9 166630 72.789 72.789 36.3154 120
19500 1291.18 -309435 -6070.62 166655 72.7926 72.7926 36.3173 120
20000 1302.18 -309454 3153.59 166679 72.7961 72.7961 36.319 120
20500 1303.43 -309453 7690.34 166702 72.7995 72.7995 36.3207 120
21000 1294.2 -309431 6190.57 166725 72.8029 72.8029 36.3224 120
21500 1295.38 -309432 -47.0902 166748 72.8061 72.8061 36.324 120
22000 1312.92 -309466 -3013.64 166768 72.8091 72.8091 36.3255 120
22500 1300.41 -309447 -4086.72 166789 72.8122 72.8122 36.327 120
23000 1290.08 -309431 -1859.25 166811 72.8154 72.8154 36.3286 120
23500 1302.67 -309459 1386.31 166833 72.8185 72.8185 36.3302 120
24000 1304.02 -309465 6073.09 166853 72.8215 72.8215 36.3317 120
24500 1296.02 -309450 6629.37 166874 72.8245 72.8245 36.3331 120
25000 1290.23 -309438 1510.3 166894 72.8275 72.8275 36.3346 120
25500 1306.24 -309469 -6496.91 166915 72.8304 72.8304 36.3361 120
26000 1287.2 -309430 -7565.88 166933 72.833 72.833 36.3374 120
26500 1293.04 -309441 -4207.83 166950 72.8356 72.8356 36.3387 120
27000 1298.91 -309449 2781.42 166964 72.8376 72.8376 36.3397 120
27500 1308.05 -309465 6105.51 166972 72.8388 72.8388 36.3403 120
28000 1304.99 -309454 2760.7 166976 72.8393 72.8393 36.3406 120
28500 1313.88 -309469 -1893.54 166975 72.8392 72.8392 36.3405 120
29000 1297.92 -309444 -3548.36 166972 72.8388 72.8388 36.3403 120
29500 1298.81 -309459 -5121.3 166968 72.8382 72.8382 36.34 120
30000 1289.91 -309455 -1932.65 166962 72.8373 72.8373 36.3395 120
30500 1299.38 -309486 3815.65 166953 72.836 72.836 36.3389 120
31000 1295.55 -309485 5728.12 166945 72.8348 72.8348 36.3383 120
31500 1282.67 -309459 1900.07 166936 72.8335 72.8335 36.3377 120
32000 1306.9 -309492 -628.6 166925 72.832 72.832 36.3369 120
32500 1310.3 -309471 -4333.61 166918 72.8309 72.8309 36.3363 120
33000 1303.95 -309442 -2358.14 166912 72.83 72.83 36.3359 120
33500 1303.51 -309436 210.783 166908 72.8294 72.8294 36.3356 120
34000 1310.13 -309449 5804.52 166905 72.829 72.829 36.3354 120
34500 1297.9 -309432 4228.92 166906 72.8291 72.8292 36.3355 120
35000 1296.08 -309442 -96.4678 166909 72.8296 72.8296 36.3357 120
35500 1310.59 -309490 -3392.48 166914 72.8302 72.8302 36.336 120
36000 1298.49 -309481 -3456.97 166918 72.8308 72.8308 36.3363 120
36500 1288.58 -309466 -1063.74 166920 72.8312 72.8312 36.3365 120
37000 1304.52 -309495 2355.88 166921 72.8314 72.8314 36.3366 120
37500 1298.33 -309479 1422.11 166921 72.8314 72.8314 36.3366 120
38000 1292.18 -309460 63.1333 166921 72.8313 72.8313 36.3365 120
38500 1309.61 -309486 -519.658 166921 72.8314 72.8314 36.3366 120
39000 1302.5 -309464 74.6705 166923 72.8316 72.8316 36.3367 120
39500 1301.78 -309453 767.439 166926 72.8321 72.8321 36.3369 120
40000 1314.56 -309472 655.912 166935 72.8334 72.8334 36.3376 120
40500 1298.29 -309439 2664.72 166948 72.8353 72.8353 36.3386 120
41000 1297.49 -309447 4108.22 166966 72.8379 72.8379 36.3398 120
41500 1290.31 -309457 441.829 166987 72.8409 72.8409 36.3414 120
42000 1299.82 -309493 1090.53 167009 72.8442 72.8442 36.343 120
42500 1292.45 -309487 -773.562 167034 72.8477 72.8477 36.3447 120
43000 1283.43 -309471 -1196.08 167059 72.8514 72.8514 36.3466 120
43500 1294.78 -309485 -1701.27 167084 72.8551 72.8551 36.3484 120
44000 1311.99 -309503 -2139.96 167107 72.8584 72.8584 36.3501 120
44500 1298.69 -309458 1617.49 167126 72.8612 72.8612 36.3514 120
45000 1291.37 -309433 467.436 167146 72.864 72.864 36.3529 120
45500 1310.26 -309468 5433.11 167165 72.8668 72.8668 36.3543 120
46000 1307.96 -309467 1514.07 167190 72.8704 72.8704 36.3561 120
46500 1310.88 -309480 -488.386 167218 72.8745 72.8745 36.3581 120
47000 1305.99 -309478 -3153.44 167247 72.8788 72.8788 36.3602 120
47500 1307.56 -309486 -1581.49 167276 72.8829 72.8829 36.3623 120
48000 1307.88 -309489 5376.06 167302 72.8867 72.8867 36.3642 120
48500 1299.85 -309478 2781.46 167328 72.8905 72.8905 36.3661 120
49000 1304.72 -309491 -855.919 167353 72.8941 72.8941 36.3679 120
49500 1298.7 -309485 -3493.51 167377 72.8976 72.8976 36.3696 120
50000 1297.93 -309489 -4114.16 167396 72.9004 72.9004 36.371 120
50500 1298.29 -309497 -1749.83 167411 72.9025 72.9025 36.3721 120
51000 1300.3 -309509 -1467.97 167420 72.9039 72.9039 36.3728 120
51500 1284.34 -309481 -629.427 167424 72.9044 72.9044 36.373 120
52000 1299.89 -309507 -553.791 167422 72.9041 72.9041 36.3729 120
52500 1298.27 -309490 -903.674 167416 72.9032 72.9032 36.3724 120
53000 1304.12 -309484 -1550.77 167405 72.9017 72.9017 36.3717 120
53500 1302.51 -309466 -628.816 167394 72.9 72.9 36.3709 120
54000 1305.91 -309467 -1907.93 167384 72.8986 72.8986 36.3701 120
54500 1285.76 -309427 -1144.16 167372 72.8969 72.8969 36.3693 120
55000 1310.69 -309482 117.98 167358 72.8949 72.8949 36.3683 120
55500 1303.03 -309489 -168.964 167344 72.8928 72.8928 36.3672 120
56000 1295.97 -309502 2370.95 167328 72.8905 72.8905 36.3661 120
56500 1291.02 -309501 314.332 167312 72.8881 72.8881 36.3649 120
57000 1287.72 -309494 -3591.82 167293 72.8854 72.8854 36.3636 120
57500 1300.38 -309513 -4544.19 167271 72.8822 72.8822 36.362 120
58000 1302.53 -309508 -2627.21 167248 72.8788 72.8788 36.3603 120
58500 1299.73 -309490 3750.46 167225 72.8755 72.8755 36.3586 120
59000 1301.87 -309482 6334.69 167206 72.8728 72.8728 36.3572 120
59500 1295.38 -309463 5845.66 167189 72.8703 72.8703 36.356 120
60000 1313.88 -309496 2231.58 167175 72.8682 72.8682 36.355 120
60500 1318.12 -309501 -2752.52 167166 72.8669 72.8669 36.3543 120
61000 1294.68 -309463 -314.582 167161 72.8662 72.8662 36.354 120
61500 1306 -309508 1716.05 167163 72.8665 72.8665 36.3541 120
62000 1304.33 -309523 591.497 167172 72.8679 72.8679 36.3548 120
62500 1296.09 -309515 705.13 167183 72.8694 72.8694 36.3556 120
63000 1287.27 -309499 3325.79 167195 72.8711 72.8711 36.3564 120
63500 1293.81 -309508 3698.05 167210 72.8733 72.8733 36.3575 120
64000 1294.23 -309496 2826.36 167228 72.8759 72.8759 36.3588 120
64500 1301.72 -309493 -1586.6 167249 72.8789 72.8789 36.3603 120
65000 1310.08 -309494 -4320.53 167273 72.8825 72.8825 36.3621 120
65500 1313.4 -309494 -1133.2 167300 72.8864 72.8864 36.364 120
66000 1305.15 -309479 2850.18 167326 72.8902 72.8902 36.3659 120
66500 1306.1 -309490 6238.4 167349 72.8936 72.8936 36.3676 120
67000 1302.55 -309512 507.965 167371 72.8967 72.8967 36.3692 120
67500 1283.47 -309502 -3044.15 167388 72.8992 72.8992 36.3704 120
68000 1281.92 -309502 -4200.78 167404 72.9015 72.9015 36.3716 120
68500 1295.01 -309522 -4494.6 167415 72.9031 72.9031 36.3724 120
69000 1285.91 -309491 1236.28 167420 72.9039 72.9039 36.3728 120
69500 1306.42 -309514 2812.45 167427 72.9048 72.9048 36.3732 120
70000 1308.05 -309505 1664.88 167434 72.9058 72.9058 36.3737 120
70500 1309.49 -309500 570.543 167437 72.9063 72.9063 36.374 120
71000 1297.99 -309470 -2481.21 167436 72.9062 72.9062 36.3739 120
71500 1299.28 -309475 -4942.85 167433 72.9058 72.9058 36.3737 120
72000 1294.04 -309472 -961.429 167428 72.9049 72.9049 36.3733 120
72500 1287.89 -309480 2057.98 167421 72.904 72.904 36.3728 120
73000 1280.61 -309491 3431.72 167416 72.9033 72.9033 36.3725 120
73500 1295.16 -309534 315.209 167416 72.9032 72.9032 36.3724 120
74000 1293.56 -309530 295.936 167412 72.9026 72.9026 36.3721 120
74500 1293.58 -309522 -1883.71 167407 72.9019 72.9019 36.3718 120
75000 1295.31 -309511 -4297 167402 72.9011 72.9011 36.3714 120
75500 1296.58 -309500 -34.7482 167397 72.9005 72.9005 36.3711 120
76000 1291.43 -309482 2787.95 167396 72.9003 72.9003 36.371 120
76500 1304.32 -309503 4547.17 167397 72.9005 72.9005 36.3711 120
77000 1298.83 -309492 3749.35 167399 72.9008 72.9008 36.3712 120
77500 1302.74 -309502 2180.34 167403 72.9013 72.9013 36.3715 120
78000 1304.19 -309510 -959.362 167408 72.9021 72.9021 36.3719 120
78500 1304.77 -309515 -3376.29 167416 72.9033 72.9033 36.3725 120
79000 1299.46 -309509 -3293.61 167427 72.9049 72.9049 36.3733 120
79500 1290.05 -309491 357.896 167438 72.9065 72.9065 36.3741 120
80000 1306.08 -309522 5259.23 167446 72.9076 72.9076 36.3746 120
80500 1297.93 -309503 1908.77 167456 72.909 72.909 36.3753 120
81000 1297.2 -309498 -1086.83 167465 72.9104 72.9104 36.376 120
81500 1300 -309501 -3086.73 167474 72.9116 72.9116 36.3766 120
82000 1300.18 -309497 -3203.81 167482 72.9129 72.9129 36.3773 120
82500 1298.04 -309487 461.86 167490 72.914 72.914 36.3778 120
83000 1305.21 -309494 1538.16 167497 72.9151 72.9151 36.3783 120
83500 1297.72 -309471 219.701 167502 72.9158 72.9158 36.3787 120
84000 1318.28 -309505 -1435.12 167505 72.9162 72.9162 36.3789 120
