# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 2000 -308813 -204442 172712 73.664 73.664 36.752 120
50 1528.57 -307817 -27650 172555 73.6417 73.6417 36.7409 120
100 1577.61 -307774 -59372.7 172263 73.6002 73.6002 36.7202 120
150 1709.75 -307884 -16394 171874 73.5446 73.5446 36.6924 120
200 1762.08 -307848 -36511.9 171451 73.4843 73.4843 36.6623 120
250 1832.17 -307841 -20827.2 170991 73.4185 73.4185 36.6295 120
300 1871.69 -307786 -25476.9 170531 73.3526 73.3526 36.5967 120
350 1906.76 -307725 -13611.7 170084 73.2885 73.2885 36.5647 120
400 1943.47 -307678 -14417.9 169677 73.23 73.23 36.5355 120
450 1985.24 -307653 -8755.52 169314 73.1778 73.1778 36.5094 120
500 2013.62 -307629 -3923.55 168997 73.1321 73.1321 36.4866 120
550 2028.42 -307603 -2157.79 168723 73.0925 73.0925 36.4669 120
600 2049.7 -307622 -37.3484 168484 73.058 73.058 36.4497 120
650 2037.64 -307621 -726.229 168276 73.0278 73.0278 36.4346 120
700 2033.23 -307670 -30.8445 168093 73.0014 73.0014 36.4214 120
750 2017.14 -307711 3821.11 167932 72.9781 72.9781 36.4098 120
800 2000.16 -307751 1605.36 167794 72.9581 72.9581 36.3998 120
850 1983.57 -307779 4229.3 167673 72.9405 72.9405 36.391 120
900 1979 -307810 5002.38 167567 72.9252 72.9252 36.3834 120
950 1992.94 -307862 5114.32 167479 72.9124 72.9124 36.377 120
1000 1988.76 -307862 9806.39 167409 72.9022 72.9022 36.3719 120
1050 1977.53 -307826 9075.46 167360 72.8952 72.8952 36.3684 120
1100 1985.24 -307812 9886.8 167331 72.891 72.891 36.3663 120
1150 1999.75 -307809 7745.91 167322 72.8895 72.8895 36.3656 120
1200 2015.45 -307812 9302.94 167330 72.8907 72.8907 36.3662 120
1250 2020.95 -307805 9872.72 167355 72.8944 72.8944 36.3681 120
1300 2042.63 -307846 9350.03 167398 72.9006 72.9006 36.3711 120
1350 2015.35 -307816 8900.07 167456 72.9091 72.9091 36.3754 120
1400 1996.57 -307811 7165.61 167529 72.9196 72.9196 36.3806 120
1450 1989.45 -307832 11087.4 167611 72.9316 72.9316 36.3866 120
1500 1986.76 -307857 5500.32 167708 72.9456 72.9456 36.3936 120
1550 1976.33 -307861 7837.69 167814 72.961 72.961 36.4013 120
1600 1979.07 -307876 6011.31 167929 72.9777 72.9777 36.4096 120
1650 1994.03 -307895 5607.52 168050 72.9952 72.9952 36.4183 120
1700 1986.34 -307854 4071.99 168178 73.0136 73.0136 36.4275 120
1750 2011.62 -307869 5546.99 168308 73.0325 73.0325 36.4369 120
1800 2018.93 -307852 4548.99 168441 73.0517 73.0517 36.4465 120
1850 2009.02 -307808 2380.27 168575 73.0711 73.0711 36.4562 120
1900 1988.29 -307753 3574.69 168708 73.0903 73.0903 36.4658 120
1950 2000.62 -307774 4622.46 168839 73.1092 73.1092 36.4752 120
2000 2005.11 -307797 1718.26 168969 73.1279 73.1279 36.4845 120
2050 2009.05 -307828 -579.728 169092 73.1457 73.1457 36.4934 120
2100 1992.42 -307823 239.995 169207 73.1623 73.1623 36.5017 120
2150 1991.74 -307845 -589.343 169314 73.1778 73.1778 36.5094 120
2200 1987.55 -307855 -104.509 169415 73.1923 73.1923 36.5167 120
2250 1989.05 -307863 -2841.83 169509 73.2057 73.2057 36.5234 120
2300 1981.88 -307843 -4821.16 169590 73.2175 73.2175 36.5292 120
2350 1984.96 -307830 -3545.38 169660 73.2275 73.2275 36.5342 120
2400 1993.7 -307820 -135.896 169718 73.2359 73.2359 36.5384 120
2450 2000.85 -307810 -2989.81 169770 73.2434 73.2434 36.5421 120
2500 2005.86 -307804 -1315.77 169814 73.2497 73.2497 36.5453 120
2550 2016.64 -307813 -1756.47 169852 73.2551 73.2551 36.548 120
2600 2024.38 -307827 -707.049 169882 73.2595 73.2595 36.5502 120
2650 2008.05 -307807 -2799.69 169906 73.2629 73.2629 36.5519 120
2700 2002.61 -307818 -1646.22 169924 73.2655 73.2655 36.5532 120
2750 2019.13 -307881 -2506.33 169937 73.2674 73.2674 36.5541 120
2800 1974.35 -307820 -3426.88 169946 73.2687 73.2687 36.5548 120
2850 1988.6 -307863 -2183.41 169949 73.269 73.269 36.5549 120
2900 1986.75 -307863 -1957.41 169944 73.2683 73.2683 36.5546 120
2950 1971.84 -307833 -2973.04 169934 73.2669 73.2669 36.5539 120
3000 1979.64 -307835 -4618.02 169918 73.2646 73.2646 36.5527 120
3050 1992.88 -307839 -3756.51 169895 73.2614 73.2614 36.5511 120
3100 1986.07 -307800 23.5519 169867 73.2573 73.2573 36.5491 120
3150 2010.81 -307825 -1452.05 169836 73.2529 73.2529 36.5469 120
3200 2001.71 -307800 -2248.73 169803 73.2481 73.2481 36.5445 120
3250 1997.67 -307795 -634.547 169768 73.2431 73.2431 36.542 120
3300 1991.9 -307796 -2859.45 169732 73.2379 73.2379 36.5394 120
3350 1999.92 -307832 -1661.4 169694 73.2324 73.2324 36.5367 120
3400 1999.36 -307858 -122.457 169656 73.2269 73.2269 36.5339 120
3450 1999.92 -307886 -505.241 169620 73.2217 73.2217 36.5313 120
3500 1996.11 -307897 1375.52 169585 73.2167 73.2167 36.5288 120
3550 1986.16 -307887 943.335 169552 73.2119 73.2119 36.5265 120
3600 1997.99 -307905 1207.3 169521 73.2075 73.2075 36.5243 120
3650 2001.59 -307897 351.861 169492 73.2034 73.2034 36.5222 120
3700 2004.41 -307883 -384.004 169467 73.1997 73.1997 36.5204 120
3750 2019 -307894 770.702 169446 73.1967 73.1967 36.5189 120
3800 2004.32 -307852 2673.34 169429 73.1943 73.1943 36.5177 120
3850 2002.21 -307840 2814.21 169418 73.1926 73.1926 36.5168 120
3900 1997.2 -307834 5137.79 169411 73.1917 73.1917 36.5164 120
3950 2007.81 -307866 34.0359 169411 73.1917 73.1917 36.5163 120
4000 2003.49 -307874 141.264 169414 73.1921 73.1921 36.5165 120
4050 2005.69 -307895 2383.74 169419 73.1929 73.1929 36.5169 120
4100 1994.64 -307887 2821.73 169429 73.1943 73.1943 36.5177 120
4150 1979.59 -307872 3989.95 169442 73.1962 73.1962 36.5186 120
4200 1988.28 -307897 2595.68 169461 73.1988 73.1988 36.5199 120
4250 1991.64 -307902 2254.82 169483 73.2021 73.2021 36.5215 120
4300 1999.35 -307903 2797.85 169508 73.2057 73.2057 36.5234 120
4350 2009.68 -307898 1774.4 169536 73.2097 73.2097 36.5253 120
4400 2031.32 -307916 2492.61 169568 73.2143 73.2143 36.5276 120
4450 2013.6 -307868 857.503 169606 73.2197 73.2197 36.5303 120
4500 2005.81 -307851 4934.93 169645 73.2253 73.2253 36.5331 120
4550 2010.69 -307873 -654.882 169687 73.2314 73.2314 36.5362 120
4600 1991.27 -307872 -330.772 169728 73.2373 73.2373 36.5391 120
4650 1975.25 -307881 201.898 169768 73.2431 73.2431 36.542 120
4700 1972.32 -307884 169.771 169806 73.2485 73.2485 36.5447 120
4750 1970.71 -307874 -2965.63 169841 73.2535 73.2535 36.5472 120
4800 2003.21 -307917 1149.2 169872 73.2579 73.2579 36.5494 120
4850 1999.02 -307887 1727.19 169901 73.2622 73.2622 36.5515 120
4900 2011.25 -307890 -2084.9 169928 73.2661 73.2661 36.5535 120
4950 2001.22 -307856 -1822.47 169951 73.2694 73.2694 36.5551 120
5000 2006.52 -307861 351.251 169970 73.2721 73.2721 36.5565 120
5050 1990.14 -307827 -250.02 169987 73.2746 73.2746 36.5577 120
5100 2023.79 -307897 -2747.67 170004 73.277 73.277 36.5589 120
5150 2010.23 -307883 -2454.15 170016 73.2787 73.2787 36.5598 120
5200 1982.75 -307849 580.326 170024 73.2798 73.2798 36.5603 120
5250 1979.35 -307881 -3116.71 170030 73.2807 73.2807 36.5608 120
5300 1977.44 -307911 -2085.82 170032 73.2809 73.2809 36.5609 120
5350 1990.68 -307941 -3043.07 170028 73.2805 73.2805 36.5607 120
5400 1974.77 -307896 447.557 170019 73.2791 73.2791 36.56 120
5450 1994.68 -307910 -1555.36 170005 73.2772 73.2772 36.559 120
5500 1974.52 -307857 -1849.77 169988 73.2746 73.2746 36.5577 120
5550 1988.74 -307870 -862.946 169966 73.2715 73.2715 36.5562 120
5600 2027.72 -307930 218.114 169942 73.2681 73.2681 36.5545 120
5650 1999.81 -307864 -390.976 169919 73.2648 73.2648 36.5528 120
5700 2004.67 -307867 807.288 169895 73.2614 73.2614 36.5511 120
5750 1993.59 -307838 579.632 169871 73.2579 73.2579 36.5494 120
5800 2011.62 -307860 2440.81 169849 73.2547 73.2547 36.5478 120
5850 2000.78 -307822 -1689.18 169830 73.252 73.252 36.5465 120
5900 2010.35 -307819 2384.61 169813 73.2495 73.2495 36.5452 120
5950 2033.93 -307851 2154.16 169802 73.2479 73.2479 36.5444 120
6000 2015.77 -307827 1831.36 169795 73.2469 73.2469 36.5439 120
6050 2012.74 -307857 1167.53 169791 73.2464 73.2464 36.5437 120
6100 2011.11 -307888 3072.22 169791 73.2463 73.2463 36.5436 120
6150 1980.51 -307849 315.809 169794 73.2468 73.2468 36.5438 120
6200 1991.18 -307876 1916.81 169798 73.2474 73.2474 36.5441 120
6250 1979.52 -307856 41.1529 169804 73.2483 73.2483 36.5446 120
6300 1996.94 -307892 1583.24 169812 73.2493 73.2493 36.5451 120
6350 1994.19 -307893 -1609.04 169820 73.2505 73.2505 36.5457 120
6400 1995.44 -307900 1091.63 169826 73.2515 73.2515 36.5462 120
6450 1986.53 -307882 57.8585 169833 73.2524 73.2524 36.5466 120
6500 1994.08 -307882 743.659 169839 73.2533 73.2533 36.5471 120
6550 1995.72 -307858 768.073 169848 73.2545 73.2545 36.5477 120
6600 2013.16 -307866 3019.92 169856 73.2557 73.2557 36.5483 120
6650 2010.4 -307847 2252.52 169865 73.2571 73.2571 36.549 120
6700 2010.79 -307845 -772.2 169877 73.2588 73.2588 36.5498 120
6750 2014.62 -307866 110.732 169890 73.2606 73.2606 36.5507 120
6800 1989.9 -307850 294.171 169902 73.2623 73.2623 36.5516 120
6850 1974.82 -307850 2098.53 169914 73.264 73.264 36.5525 120
6900 1995.04 -307900 -268.385 169928 73.2661 73.2661 36.5535 120
6950 2008.43 -307928 150.396 169942 73.2681 73.2681 36.5545 120
7000 1992.08 -307893 1318.94 169956 73.2701 73.2701 36.5555 120
7050 2000.43 -307904 -574.16 169971 73.2723 73.2723 36.5566 120
7100 2008.89 -307909 -43.08 169985 73.2743 73.2743 36.5576 120
7150 2015.14 -307908 -558.665 170000 73.2764 73.2764 36.5586 120
7200 2012.87 -307889 599.339 170014 73.2785 73.2785 36.5597 120
7250 2020.88 -307882 305.864 170029 73.2805 73.2805 36.5607 120
7300 2008.41 -307828 651.441 170044 73.2827 73.2827 36.5618 120
7350 2009.02 -307810 -959.473 170061 73.2852 73.2852 36.563 120
7400 2035.58 -307863 687.768 170078 73.2876 73.2876 36.5642 120
7450 2017.75 -307863 81.4561 170095 73.29 73.29 36.5654 120
7500 1998.76 -307870 2052.97 170112 73.2925 73.2925 36.5667 120
7550 1994.87 -307879 46.9782 170130 73.2952 73.2952 36.568 120
7600 2007.59 -307909 -1175.29 170146 73.2974 73.2974 36.5691 120
7650 1998.04 -307893 -1952.69 170160 73.2993 73.2993 36.5701 120
7700 2015.9 -307928 -1158.71 170171 73.301 73.301 36.5709 120
7750 2009.35 -307915 -2249.58 170181 73.3024 73.3024 36.5716 120
7800 2007.1 -307909 -1831.73 170187 73.3033 73.3033 36.572 120
7850 2002.75 -307899 -1050.98 170190 73.3038 73.3038 36.5723 120
7900 2001.87 -307900 -543.918 170193 73.3041 73.3041 36.5725 120
7950 2003.08 -307908 136.519 170195 73.3044 73.3044 36.5726 120
8000 1996.4 -307902 -1494.25 170196 73.3046 73.3046 36.5727 120
8050 1980.58 -307884 1659.83 170196 73.3046 73.3046 36.5727 120
8100 2002.12 -307933 -812.073 170196 73.3046 73.3046 36.5727 120
8150 1992.78 -307920 135.837 170195 73.3044 73.3044 36.5726 120
8200 1985.42 -307899 -1196.5 170191 73.3038 73.3038 36.5723 120
8250 1999.58 -307903 712.922 170183 73.3027 73.3027 36.5717 120
8300 1997.58 -307867 -2544.14 170174 73.3013 73.3013 36.5711 120
8350 2020.97 -307891 50.4887 170161 73.2996 73.2996 36.5702 120
8400 2024.29 -307894 665.065 170148 73.2977 73.2977 36.5692 120
8450 1989.44 -307836 866.216 170135 73.2958 73.2958 36.5683 120
8500 2010.95 -307898 -2319.68 170123 73.2941 73.2941 36.5675 120
8550 2006.63 -307911 692.58 170110 73.2922 73.2922 36.5665 120
8600 2019.21 -307949 2742.93 170098 73.2904 73.2904 36.5656 120
8650 2004.97 -307928 -2952.79 170088 73.2891 73.2891 36.5649 120
8700 1995.05 -307910 -857.975 170075 73.2873 73.2873 36.564 120
8750 2012.99 -307943 1089.55 170061 73.2852 73.2852 36.563 120
8800 1999.8 -307917 -1828.89 170048 73.2833 73.2833 36.5621 120
8850 1987.93 -307890 507.906 170034 73.2814 73.2814 36.5611 120
8900 2019.4 -307942 91.8854 170021 73.2795 73.2795 36.5602 120
8950 1995.18 -307876 2120.89 170009 73.2777 73.2777 36.5593 120
9000 2012.5 -307878 1743.63 169999 73.2763 73.2763 36.5586 120
9050 2009.84 -307850 677.195 169993 73.2754 73.2754 36.5581 120
9100 1999.46 -307824 1098.93 169989 73.2748 73.2748 36.5578 120
9150 2026.04 -307886 749.824 169986 73.2745 73.2745 36.5577 120
9200 2021.72 -307911 909.072 169987 73.2746 73.2746 36.5577 120
9250 1993.98 -307895 -583.843 169992 73.2752 73.2752 36.558 120
9300 1996.92 -307914 1341.51 169998 73.2762 73.2762 36.5585 120
9350 1990.43 -307905 468.029 170007 73.2774 73.2774 36.5591 120
9400 2004.62 -307928 490.373 170016 73.2787 73.2787 36.5598 120
9450 1981.1 -307874 -937.427 170026 73.2802 73.2802 36.5605 120
9500 2003.8 -307902 1254.42 170037 73.2818 73.2818 36.5613 120
9550 2010.64 -307899 -2564.4 170048 73.2833 73.2833 36.5621 120
9600 2004.27 -307874 1174.34 170059 73.2849 73.2849 36.5628 120
9650 2013.9 -307875 980.675 170071 73.2866 73.2866 36.5637 120
9700 2002.82 -307841 2154.5 170084 73.2885 73.2885 36.5646 120
9750 2021.61 -307867 -88.9665 170100 73.2908 73.2908 36.5658 120
9800 2022.83 -307869 -973.989 170116 73.2931 73.2931 36.5669 120
9850 2013.23 -307864 -1131.49 170128 73.2949 73.2949 36.5678 120
9900 2000.31 -307873 -1217.18 170139 73.2964 73.2964 36.5686 120
9950 2003.06 -307905 -2334.2 170148 73.2977 73.2977 36.5692 120
10000 1990.6 -307897 -1172.24 170154 73.2986 73.2986 36.5697 120
10050 2010.95 -307946 899.582 170159 73.2993 73.2993 36.57 120
10100 1997.33 -307926 -650.322 170164 73.2999 73.2999 36.5704 120
10150 1986.88 -307903 -1649.59 170167 73.3003 73.3003 36.5706 120
10200 1999.06 -307906 1142.16 170168 73.3006 73.3006 36.5707 120
10250 1979.52 -307830 -1561.99 170172 73.3012 73.3012 36.571 120
10300 2014.88 -307867 -976.912 170174 73.3015 73.3015 36.5711 120
10350 2004.97 -307844 613.797 170174 73.3014 73.3014 36.5711 120
10400 2010.99 -307865 1947.21 170175 73.3015 73.3015 36.5711 120
10450 2017.51 -307895 -1647.57 170176 73.3016 73.3016 36.5712 120
10500 2010.24 -307902 2526.73 170173 73.3013 73.3013 36.5711 120
10550 1993.19 -307891 -257.702 170173 73.3012 73.3012 36.571 120
10600 1991.12 -307899 2508.51 170173 73.3013 73.3013 36.571 120
10650 2006.99 -307932 583.827 170174 73.3015 73.3015 36.5711 120
10700 1984.48 -307884 -922.931 170176 73.3017 73.3017 36.5712 120
10750 2000.33 -307905 -1980.46 170176 73.3017 73.3017 36.5712 120
10800 1991.63 -307878 -116.538 170173 73.3013 73.3013 36.571 120
10850 2001.96 -307884 -652.888 170169 73.3006 73.3006 36.5707 120
10900 2010.5 -307889 -884.711 170163 73.2998 73.2998 36.5703 120
10950 2017.62 -307869 -1678.01 170154 73.2985 73.2985 36.5696 120
11000 2009.13 -307813 -2451.76 170141 73.2967 73.2967 36.5687 120
11050 2043.51 -307864 -644.746 170125 73.2943 73.2943 36.5676 120
11100 2006.08 -307807 613.813 170107 73.2918 73.2918 36.5663 120
11150 2010.42 -307850 -164.328 170091 73.2895 73.2895 36.5651 120
11200 2012.39 -307881 -963.734 170076 73.2873 73.2873 36.5641 120
11250 2017.6 -307910 -177.572 170059 73.285 73.285 36.5629 120
11300 1999.14 -307893 1101.41 170041 73.2824 73.2824 36.5616 120
11350 2000.73 -307908 -393.597 170023 73.2798 73.2798 36.5603 120
11400 1995.14 -307905 1599.27 170005 73.2772 73.2772 36.559 120
11450 2003.22 -307929 -9.38899 169989 73.2748 73.2748 36.5578 120
11500 1989.28 -307906 2162.64 169972 73.2724 73.2724 36.5566 120
11550 1986.34 -307894 2143.97 169958 73.2704 73.2704 36.5556 120
11600 2001.66 -307900 1563.79 169948 73.269 73.269 36.5549 120
11650 2014.48 -307894 -20.0813 169941 73.2679 73.2679 36.5544 120
11700 2009.72 -307868 -392.866 169936 73.2672 73.2672 36.554 120
11750 2013.73 -307869 2894.14 169932 73.2667 73.2667 36.5538 120
11800 2003.77 -307860 1567.91 169934 73.267 73.267 36.5539 120
11850 2013.95 -307907 2786.06 169941 73.268 73.268 36.5544 120
11900 1997.16 -307911 1120.96 169954 73.2697 73.2697 36.5553 120
11950 1983.43 -307901 1975.32 169967 73.2717 73.2717 36.5563 120
12000 1987.92 -307912 638.846 169982 73.2738 73.2738 36.5573 120
12050 1989.43 -307908 -348.184 169999 73.2763 73.2763 36.5586 120
12100 1992.89 -307905 1091.83 170020 73.2793 73.2793 36.5601 120
12150 2003.7 -307913 642.351 170042 73.2825 73.2825 36.5617 120
12200 1993.9 -307876 350.608 170064 73.2856 73.2856 36.5632 120
12250 1990.44 -307851 -378.806 170085 73.2886 73.2886 36.5647 120
12300 1999.06 -307848 426.853 170105 73.2915 73.2915 36.5662 120
12350 2020.04 -307863 448.536 170126 73.2946 73.2946 36.5677 120
12400 2040 -307872 -557.997 170148 73.2977 73.2977 36.5692 120
12450 2032.83 -307839 792.651 170171 73.3009 73.3009 36.5709 120
12500 2015.63 -307802 545.702 170196 73.3045 73.3045 36.5727 120
12550 2024.56 -307854 -52.0587 170221 73.3082 73.3082 36.5745 120
12600 2017.46 -307885 -584.774 170247 73.3119 73.3119 36.5763 120
12650 2014.41 -307902 -552.981 170272 73.3155 73.3155 36.5781 120
12700 1993.85 -307876 241.339 170295 73.3188 73.3188 36.5798 120
12750 1991.01 -307885 -1562.73 170316 73.3218 73.3218 36.5813 120
12800 1978.6 -307870 -1221.36 170334 73.3244 73.3244 36.5826 120
12850 1995.16 -307906 -2677.51 170351 73.3268 73.3268 36.5838 120
12900 1986.5 -307888 -1102.45 170365 73.3288 73.3288 36.5848 120
12950 1972.76 -307852 -1169.22 170376 73.3304 73.3304 36.5855 120
13000 2017.26 -307920 -2018.37 170385 73.3316 73.3316 36.5862 120
13050 2016.33 -307892 -415.908 170391 73.3325 73.3325 36.5866 120
13100 2021.35 -307881 -2946.71 170397 73.3334 73.3334 36.587 120
13150 2001.28 -307829 -2156.17 170399 73.3337 73.3337 36.5872 120
13200 2013.58 -307860 -3927.53 170397 73.3334 73.3334 36.587 120
13250 2012.06 -307888 -2159.82 170389 73.3323 73.3323 36.5865 120
13300 2002.29 -307910 -1696.34 170377 73.3305 73.3305 36.5856 120
13350 1983.28 -307890 -2166.38 170360 73.3281 73.3281 36.5844 120
13400 1981.14 -307888 -3114.35 170335 73.3245 73.3245 36.5826 120
13450 2002.95 -307926 -2988.61 170305 73.3202 73.3202 36.5805 120
13500 1992.46 -307904 -3808.64 170271 73.3154 73.3154 36.5781 120
