# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 168.401 -311651 -1882.24 163933 73.2048 73.0979 35.3747 120 -1955.66 -1273.92 -2417.15 354.546 -510.399 6.17108
50 167.624 -311650 -236.999 163879 73.197 73.0916 35.3697 120 12.0309 -157.755 -565.273 151.957 -604.125 91.9719
100 168.616 -311653 -150.179 163818 73.1882 73.085 35.3641 120 -432.165 43.4831 -61.8557 255.281 -989.717 529.978
150 168.303 -311653 636.405 163768 73.1799 73.0808 35.3593 120 550.39 -184.638 1543.46 -112.384 -523.281 804.009
200 167.116 -311652 1241.21 163734 73.1735 73.0779 35.3565 120 1015.22 1375.07 1333.33 -71.6008 -325.662 577.095
250 169.82 -311657 333.792 163723 73.1699 73.0768 35.3564 120 342.369 -185.371 844.377 -346.466 -333.471 439.536
300 167.624 -311652 897.802 163729 73.1686 73.0766 35.3583 120 836.77 988.853 867.785 979.832 -675.536 126.18
350 167.812 -311652 342.222 163753 73.1697 73.0801 35.3614 120 -211.656 593.464 644.859 659.407 -926.297 770.376
400 168.969 -311654 895.998 163788 73.1721 73.0856 35.3651 120 936.681 955.63 795.683 718.261 -1348.77 -195.171
450 167.361 -311650 -120.062 163833 73.1767 73.0929 35.3691 120 672.375 -274.378 -758.184 -152.485 -1204.48 -211.881
500 168.15 -311650 -310.389 163874 73.1815 73.1 35.372 120 -646.347 65.2545 -350.075 -218.611 -845.802 422.351
550 168.322 -311650 -229.148 163906 73.1843 73.1061 35.3748 120 -84.5323 -1074.18 471.267 246.096 -907.815 40.6908
600 167.853 -311649 -1036.11 163932 73.1865 73.1089 35.378 120 -1165.01 -1053.35 -889.957 120.463 -130.978 -54.4409
650 169.798 -311654 -837.857 163938 73.1853 73.1085 35.38 120 -735.892 -607.786 -1169.89 96.956 -1021.2 123.213
700 167.105 -311649 -151.065 163924 73.1815 73.1059 35.3801 120 -415.479 -7.87373 -29.8426 633.694 -839.796 470.353
750 168.046 -311651 -889.569 163897 73.1762 73.1019 35.3788 120 -687.426 -166.179 -1815.1 861.426 -443.669 297.889
800 167.889 -311652 56.1195 163853 73.169 73.0962 35.3755 120 485.254 -246.323 -70.5733 -43.1347 146.866 292.352
850 167.748 -311653 68.6254 163811 73.1625 73.0901 35.3725 120 -157.154 770.631 -407.601 430.735 -301.824 383.395
900 167.195 -311652 389.418 163776 73.1576 73.0856 35.3695 120 1267.23 14.2184 -113.192 352.776 -876.906 280.483
950 166.644 -311651 349.084 163753 73.157 73.0819 35.3666 120 567.383 619.655 -139.785 282.468 -732.742 1047.82
1000 168.078 -311653 1348.09 163739 73.1584 73.0797 35.3639 120 1256.42 1354.92 1432.94 490.699 -757.931 397.103
1050 167.706 -311651 427.375 163747 73.1626 73.0816 35.3628 120 -101.815 713.462 670.476 478.176 -435.054 943.163
1100 169.504 -311654 96.1631 163769 73.1679 73.086 35.3628 120 -183.979 533.715 -61.2472 401.264 -366.042 253.484
1150 168.013 -311650 257.717 163797 73.1736 73.0902 35.3641 120 246.893 -213.905 740.163 294.402 -478.832 541.382
1200 168.034 -311650 -362.093 163831 73.1803 73.0936 35.3665 120 3.85233 -1017.46 -72.6696 481.191 -469.125 370.298
1250 168.791 -311652 -275.81 163865 73.1873 73.0962 35.3693 120 -224.563 -149.832 -453.036 467.113 441.544 432.209
1300 168.253 -311651 -713.531 163892 73.193 73.0976 35.3716 120 -417.65 -772.493 -950.451 -29.5763 -604.308 667.86
1350 167.738 -311650 -299.089 163903 73.197 73.0961 35.3727 120 -300.54 -396.112 -200.615 -66.5642 -356.012 523.724
1400 167.705 -311651 -580.862 163900 73.199 73.0927 35.3727 120 -980.892 -421.485 -340.21 256.456 -907.103 707.717
1450 167.543 -311652 -294.696 163882 73.198 73.0876 35.3718 120 -413.461 -464.257 -6.37052 258.459 -784.766 439.993
1500 166.04 -311650 -413.235 163857 73.195 73.0814 35.3709 120 -560.473 -442.734 -236.499 -56.3809 -268.936 313.625
1550 167.871 -311653 -263.687 163828 73.1905 73.0752 35.3697 120 -76.8051 387.634 -1101.89 -3.94663 -459.336 103.4
1600 165.731 -311649 104 163796 73.1858 73.0704 35.3675 120 -830.495 325.079 817.414 275.546 -112.233 256.165
1650 168.115 -311653 614.66 163769 73.1803 73.0674 35.3658 120 20.192 986.468 837.32 716.361 -907.054 427.61
1700 166.705 -311650 544.144 163759 73.1758 73.0677 35.3655 120 55.1906 476.554 1100.69 -41.7841 -456.824 101.221
1750 167.052 -311650 278.693 163762 73.1724 73.0703 35.3668 120 178.689 649.17 8.21912 50.2055 -361.214 1383.36
1800 168.307 -311651 714.669 163780 73.1707 73.0753 35.369 120 1005.26 25.6521 1113.09 89.2684 -510.495 849.835
1850 167.677 -311650 443.63 163810 73.1718 73.081 35.3722 120 1205.72 422.777 -297.611 400.522 -1012.84 305.861
1900 168.835 -311652 -243.675 163846 73.1756 73.0872 35.3751 120 -767.665 175.221 -138.58 703.16 44.0772 22.6911
1950 166.793 -311649 -802.096 163880 73.1791 73.0934 35.3777 120 -828.502 -781.139 -796.648 127.272 -780.95 511.702
2000 167.261 -311650 -655.724 163898 73.181 73.0972 35.3789 120 -709.975 -524.351 -732.847 -269.572 -258.083 186.703
2050 167.808 -311651 -779.752 163902 73.1807 73.0988 35.379 120 -352.976 -948.379 -1037.9 348.134 49.7011 -245.749
2100 168.848 -311654 -612.649 163889 73.1786 73.0979 35.3778 120 -461.715 -623.795 -752.437 843.813 -631.575 542.039
2150 167.279 -311652 -575.738 163866 73.1752 73.0953 35.3756 120 96.0076 -790.176 -1033.04 411.594 -486.284 40.4746
2200 166.849 -311652 388.757 163836 73.1723 73.0917 35.3723 120 165.942 765.026 235.305 339.89 -114.879 328.731
2250 167.263 -311652 509.105 163814 73.1706 73.0897 35.3694 120 618.474 235.441 673.4 228.078 -477.647 1035.98
2300 167.176 -311652 264.618 163805 73.171 73.0897 35.3672 120 475.593 -256.608 574.869 -129.776 -461.374 281.911
2350 168.825 -311655 328.599 163803 73.1734 73.0895 35.3657 120 433.172 325.452 227.173 477.465 -379.844 837.324
2400 167.276 -311651 588.089 163805 73.1771 73.0893 35.3644 120 350.245 582.005 832.016 313.644 -125.136 -70.1871
2450 168.097 -311652 -47.3623 163815 73.1818 73.0901 35.3641 120 -566.921 -233.979 658.813 190.04 -592.749 374.922
2500 167.552 -311650 636.136 163826 73.1852 73.0902 35.3648 120 406.853 389.205 1112.35 675.64 -117.902 -179.864
2550 168.284 -311652 586.018 163842 73.1881 73.0907 35.3664 120 493.251 419.266 845.537 185.089 -243.963 1105.66
2600 168.374 -311652 -199.921 163861 73.1914 73.0915 35.3686 120 5.80466 -709.326 103.757 -231.079 -728.655 404.598
2650 166.381 -311648 -130.414 163879 73.1943 73.0913 35.3712 120 -482.333 292.701 -201.611 -132.842 -315.964 756.118
2700 168.766 -311654 -569.837 163894 73.1955 73.0906 35.3741 120 -308.574 -701.119 -699.818 -204.625 -207.925 519.02
2750 167.477 -311652 -243.559 163902 73.1959 73.0889 35.3765 120 -648.204 -102.181 19.7064 -550.973 -434.297 406.048
2800 168.6 -311654 -386.776 163901 73.1945 73.0866 35.3782 120 -400.459 -541.517 -218.354 -290.132 -508.819 848.539
2850 168.241 -311654 -1229.59 163884 73.1907 73.0818 35.3787 120 -1176.23 -1204.5 -1308.03 -6.10668 -237.621 760.56
2900 166.938 -311652 -204.834 163854 73.1842 73.0758 35.3782 120 -463.072 171.998 -323.43 154.105 -60.9052 1052.57
2950 167.763 -311653 815.739 163826 73.1769 73.0718 35.3776 120 275.05 1427 745.167 285.288 -614.487 200.5
3000 169.488 -311656 -202.381 163809 73.1707 73.0719 35.3768 120 -96.965 819.573 -1329.75 -712.204 -679.316 1077.39
3050 169.188 -311655 489.973 163796 73.1664 73.075 35.3748 120 481.295 595.478 393.146 -233.566 -170.387 145.398
3100 168.639 -311654 281.317 163793 73.1638 73.0801 35.3727 120 611.169 453.299 -220.516 532.444 -222.025 1203.53
3150 169.09 -311654 294.026 163798 73.1638 73.0865 35.3707 120 -223.274 -10.9975 1116.35 164.774 18.4376 556.949
3200 166.952 -311649 -156.591 163806 73.1634 73.0929 35.3695 120 -139.186 -135.635 -194.952 505.995 521.824 315.455
3250 169.411 -311654 -49.4405 163814 73.1635 73.0994 35.3681 120 291.265 -125.905 -313.681 308.82 -184.386 304.497
3300 168.101 -311652 792.129 163833 73.1669 73.1064 35.3672 120 1539.63 -251.31 1088.07 329.339 18.4882 541.753
3350 168.745 -311654 -573.503 163865 73.1738 73.1128 35.3677 120 -133.459 -928.811 -658.24 396.116 -491.7 418.795
