# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 63.9585 -311792 230.637 163364 73.0014 72.9885 35.403 120 -54.7004 397.539 349.072 -502.87 -1365.37 2225.32
50 64.4071 -311791 15.7238 163360 73.0011 72.9879 35.4025 120 -657.608 591.92 112.86 -768.342 -1002.3 1563.99
100 64.5106 -311791 325.686 163371 73.0002 72.9898 35.4044 120 251.192 130.702 595.164 -678.17 -1426.99 2122.39
150 64.7327 -311792 101.385 163397 73.0002 72.9932 35.4084 120 5.9071 129.142 169.105 -584.111 -1172.65 1463
200 64.3163 -311792 -480.354 163419 72.9993 72.9963 35.4122 120 -407.447 -512.39 -521.225 -881.352 -1485.24 1748.72
250 64.1464 -311793 -416.795 163422 72.9966 72.9966 35.414 120 -362.539 -389.395 -498.451 -789.31 -1045.99 2112.63
300 63.9164 -311793 -56.0946 163403 72.9913 72.9948 35.4134 120 242.93 -335.428 -75.7853 -502.888 -1063.79 1891.63
350 63.1558 -311794 193.726 163369 72.9862 72.989 35.4112 120 277.005 268.054 36.1184 -307.642 -1114.79 2023.37
400 62.7994 -311794 -7.67228 163345 72.9853 72.9832 35.4093 120 186.058 288.744 -497.819 -489.251 -1688.66 1895.49
450 62.643 -311793 583.146 163330 72.9876 72.979 35.4069 120 516.813 268.652 963.975 -429.406 -1081.09 1815.52
500 63.8757 -311795 263.475 163338 72.993 72.9783 35.4064 120 696.271 -30.3305 124.484 -509.366 -1250.18 2125.45
550 64.0847 -311794 140.315 163370 73.0035 72.9806 35.4072 120 -90.0148 302.458 208.503 -578.364 -1085.75 1689.16
600 64.526 -311793 -190.351 163412 73.0139 72.9848 35.4092 120 -554.213 202.03 -218.869 -423.034 -906.8 1786.84
650 64.2968 -311791 128.024 163442 73.0192 72.9902 35.4105 120 -335.653 -34.9878 754.714 -818.779 -1471.98 1631.91
700 64.6525 -311791 -357.168 163458 73.0188 72.9943 35.4121 120 -532.948 -221.552 -317.005 -701.712 -1202.49 1875.65
750 64.7484 -311791 -1066.84 163445 73.0123 72.9952 35.412 120 -1216.13 -911.611 -1072.78 -602.6 -1179.32 2003.51
800 64.5494 -311792 129.734 163391 72.9993 72.9912 35.4087 120 272.56 55.9227 60.7187 -706.006 -1620.23 1904.86
850 64.5691 -311793 571.591 163340 72.9887 72.9868 35.4047 120 568.412 425.653 720.709 -633.112 -1377.02 1677.1
900 64.3972 -311794 650.86 163319 72.9846 72.9855 35.4029 120 1067.61 86.2539 798.712 -436 -1106.18 1837.15
950 63.387 -311793 -57.2672 163340 72.9886 72.9874 35.4045 120 451.493 -479.688 -143.607 -867.459 -1345.56 2062.51
1000 62.8318 -311793 182.397 163372 72.9966 72.9886 35.407 120 377.466 -212.303 382.028 -839.05 -1303.19 2235.04
1050 62.8356 -311794 -684.599 163404 73.0051 72.9877 35.4103 120 -1205.83 -328.24 -519.721 -671.324 -1112.99 2137.72
1100 63.085 -311794 127.695 163411 73.0072 72.9848 35.4122 120 -447.042 391.442 438.686 -336.073 -1202.93 1825.78
1150 63.3548 -311793 -0.876642 163416 73.0052 72.9838 35.4147 120 238.086 15.6498 -256.366 -794.581 -810.88 2070.69
1200 64.1351 -311793 -214.195 163411 73.002 72.9832 35.4155 120 251.805 382.937 -1277.33 -970.701 -1289.48 2039.26
1250 64.1911 -311792 20.5264 163386 72.9978 72.9834 35.412 120 90.9209 89.7327 -119.074 -880.793 -1115.76 2232.75
1300 64.5132 -311791 139.07 163359 72.9944 72.9841 35.4074 120 -56.1402 384.246 89.1038 -550.986 -1055.92 1847.16
1350 64.8458 -311792 582.78 163351 72.9922 72.9887 35.4045 120 401.034 849.188 498.117 -538.212 -1242.23 1839.41
1400 64.5973 -311792 142.521 163373 72.993 72.9983 35.4043 120 77.3078 -154.058 504.313 -264.507 -1169.22 2182.21
1450 64.4402 -311792 -99.5789 163406 72.9949 73.0065 35.4065 120 -472.808 -223.097 397.168 -637.971 -1324.76 2035.25
1500 64.4205 -311794 -372.836 163431 72.9943 73.0121 35.4095 120 -221.149 -634.343 -263.015 -407.14 -934.305 2237.67
1550 63.6614 -311794 -544.079 163432 72.9908 73.0125 35.4112 120 -148.748 -952.677 -530.812 -651.435 -1508.09 2072.47
1600 63.3539 -311794 165.666 163405 72.9846 73.0065 35.4113 120 524.687 39.3349 -67.0248 -878.079 -619.346 2072.16
1650 63.4572 -311796 260.901 163385 72.9817 73.0001 35.4114 120 515.245 242.467 24.9912 -368.338 -1207.7 1636.78
1700 63.0146 -311795 285.552 163380 72.9846 72.9957 35.4111 120 510.619 49.2649 296.772 -513.558 -798.071 2539.15
1750 63.0555 -311794 107.058 163381 72.99 72.9921 35.4105 120 114.668 -308.083 514.59 -380.339 -1234.92 2217.22
1800 63.2308 -311793 -191.331 163389 72.9958 72.9888 35.411 120 62.9354 -120.395 -516.534 -920.346 -908.953 2362.82
1850 64.118 -311793 150.697 163397 73.0023 72.9858 35.4111 120 175.981 90.9073 185.203 -818.564 -910.634 1702.29
1900 64.2967 -311792 -453.472 163411 73.0101 72.9836 35.4113 120 -620.065 -497.846 -242.506 -391.353 -1140.73 2265.3
1950 65.1092 -311792 -251.227 163414 73.014 72.9815 35.4111 120 -450.846 34.7551 -337.59 -707.447 -1105.55 2154.91
2000 65.1606 -311792 320.918 163412 73.0158 72.9802 35.4104 120 -193.702 826.009 330.448 -613.325 -923.047 1914.3
2050 64.604 -311791 -389.257 163413 73.0154 72.9822 35.4099 120 -900.008 122.702 -390.466 -374.053 -859.174 2504.25
2100 64.8639 -311794 -365.449 163400 73.0095 72.9853 35.4084 120 -525.862 2.76975 -573.254 -635.795 -1025.07 1620.76
2150 64.2745 -311794 253.374 163373 72.9997 72.9882 35.4058 120 140.773 210.52 408.83 -661.297 -1074.95 2547.82
2200 63.282 -311794 275.963 163348 72.9899 72.9902 35.4044 120 222.257 286.157 319.477 -380.867 -1166.29 1978.93
2250 63.1174 -311795 315.996 163347 72.9834 72.9954 35.4048 120 395.053 174.018 378.916 -379.861 -1031.2 2052.44
2300 63.4112 -311796 290.015 163381 72.983 73.004 35.4081 120 677.82 443.024 -250.798 -683.213 -1223.1 2146.14
2350 63.1818 -311795 -246.195 163433 72.9876 73.0153 35.4117 120 -117.221 -690.427 69.0645 -550.307 -960.8 1864.61
2400 63.175 -311793 -1090.24 163467 72.9902 73.0221 35.4144 120 -690.951 -1613.61 -966.152 -554.02 -1511.37 1817.31
2450 63.5797 -311793 -955.918 163458 72.9885 73.0185 35.415 120 -692.672 -1053.17 -1121.91 -640.31 -925.753 2245.17
2500 63.9119 -311792 131.62 163412 72.9842 73.0065 35.413 120 45.9724 167.743 181.145 -325.994 -1372.44 1751.91
2550 65.0879 -311794 345.995 163372 72.9825 72.9942 35.4112 120 775.257 -33.765 296.492 -295.228 -905.252 2004.24
2600 64.6609 -311792 460.895 163353 72.9858 72.9841 35.4104 120 963.238 316.281 103.166 -403.182 -882.377 2146.02
2650 64.8272 -311792 340.365 163355 72.9935 72.9783 35.4098 120 111.895 852.432 56.7689 -514.185 -734.412 2117.38
2700 63.7797 -311791 108.75 163376 73.0018 72.9795 35.4097 120 -135.336 694.11 -232.525 -629.274 -944.882 2165.88
2750 63.4732 -311791 -280.627 163406 73.0086 72.9862 35.4097 120 -620.385 -63.4058 -158.091 -862.429 -1077.72 2064.32
2800 63.9497 -311794 13.2433 163429 73.0116 72.9939 35.4097 120 -199.943 -6.32765 246.001 -902.714 -942.889 1971.79
2850 63.3036 -311794 -557.617 163444 73.0101 73.0004 35.4103 120 -848.795 -645.969 -178.086 -638.775 -1060.19 2059.71
