# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 10.0343 -311881 79.4227 163141 72.8759 72.9389 35.4396 120
50 9.97677 -311881 23.7053 163128 72.8677 72.9383 35.441 120
100 9.95937 -311881 -159.891 163144 72.8787 72.9272 35.4446 120
150 9.95275 -311882 200.801 163119 72.885 72.9115 35.4438 120
200 9.92008 -311882 97.7481 163127 72.8831 72.9173 35.4436 120
250 10.0209 -311881 -49.8687 163160 72.8804 72.9322 35.4448 120
300 9.87911 -311881 -234.94 163167 72.8784 72.9369 35.4451 120
350 9.98773 -311881 204.535 163139 72.8761 72.9265 35.445 120
400 9.99134 -311881 -191.411 163157 72.8788 72.9213 35.4503 120
450 10.1543 -311881 -51.4425 163150 72.8798 72.9212 35.4484 120
500 10.0892 -311881 195.505 163125 72.8735 72.9271 35.4432 120
550 10.0826 -311881 1.49271 163137 72.8724 72.9382 35.4408 120
600 10.0248 -311881 137.183 163153 72.8802 72.9376 35.4409 120
650 10.0564 -311881 -319.298 163166 72.8855 72.9261 35.4467 120
700 9.93302 -311882 377.411 163119 72.8772 72.9091 35.4487 120
750 9.98814 -311882 -168.964 163149 72.882 72.9117 35.4517 120
800 9.82651 -311882 93.7315 163156 72.8819 72.9193 35.4496 120
850 9.80298 -311881 -108.44 163167 72.8785 72.9316 35.4475 120
900 9.97191 -311881 -108.384 163159 72.8804 72.9371 35.4421 120
950 9.87435 -311881 237.285 163145 72.8796 72.932 35.442 120
1000 9.94747 -311881 10.7338 163162 72.8764 72.9278 35.4493 120
1050 10.0932 -311881 -116.449 163170 72.8803 72.923 35.4515 120
1100 10.0977 -311881 120.212 163153 72.8825 72.9224 35.447 120
1150 10.1728 -311881 -166 163166 72.8868 72.9239 35.4472 120
1200 10.1045 -311881 -1.82474 163151 72.8846 72.919 35.4473 120
1250 9.98605 -311881 129.635 163132 72.8781 72.9195 35.4461 120
1300 9.99568 -311882 -25.7742 163151 72.8802 72.9298 35.4442 120
