# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 146.149 -311678 651.901 163832 73.2933 72.9129 35.3998 120 809.01 520.824 625.87 -2330.48 -1630.15 -105.916
50 145.83 -311681 384.129 163842 73.291 72.9146 35.4021 120 -154.75 814.779 492.357 -2327.35 -2089.59 -132.297
100 144.945 -311684 750.887 163861 73.2897 72.9182 35.4051 120 1706.18 433.093 113.384 -2593.52 -1801.08 -673.073
150 145.614 -311689 -348.011 163894 73.2928 72.9229 35.4084 120 566.542 -463.054 -1147.52 -2106.69 -1551.44 65.7074
200 143.767 -311688 -597.874 163923 73.2973 72.9272 35.4105 120 -693.084 -549.433 -551.105 -1885.44 -1846.69 -436.377
250 143.238 -311688 -1152.66 163937 73.299 72.9296 35.4114 120 -1770.59 219.46 -1906.85 -2072.39 -1549.38 -365.027
300 143.914 -311688 -359.225 163928 73.297 72.9304 35.4101 120 -18.4387 -1138.04 78.8022 -1947.99 -1611.6 -1044.46
350 143.364 -311685 -724.815 163908 73.2949 72.9282 35.4078 120 69.8392 -1232.12 -1012.17 -2707.89 -1520.06 -373.033
400 144.706 -311683 340.104 163875 73.2922 72.9237 35.4042 120 497.908 491.423 30.9822 -2185.51 -1594.4 -234.541
450 145.253 -311680 74.2938 163847 73.2905 72.9204 35.4005 120 350.889 -222.903 94.8951 -1791.94 -1634.28 67.2411
500 145.175 -311677 192.027 163819 73.2899 72.9165 35.3967 120 798.276 -546.915 324.722 -2180.39 -1698.31 -802.309
550 147.66 -311681 1159.99 163795 73.2907 72.9114 35.3936 120 890.434 1132.83 1456.71 -2356.48 -1958.42 4.86607
600 147.044 -311679 597.81 163798 73.2944 72.9094 35.3934 120 217.06 804.303 772.068 -2605.57 -1597.99 -921.704
