# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 29.1339 -311856 217.651 163208 72.9832 72.9551 35.3942 120 73.0003 251.616 328.336 504.336 -2758.55 -568.23
50 29.5287 -311856 -234.942 163244 72.9913 72.9573 35.3971 120 -480.379 -131.368 -93.0796 98.7149 -3067.93 -560.797
100 29.6863 -311855 -265.254 163240 72.9892 72.9558 35.3978 120 -712.592 -283.353 200.182 583.405 -2802.47 -972.64
150 30.3905 -311855 5.00731 163205 72.9772 72.9513 35.3982 120 96.7435 160.907 -242.628 495.929 -2970.1 -981.916
200 30.2967 -311854 335.192 163185 72.9676 72.9528 35.3978 120 608.472 529.925 -132.821 571.827 -2842.19 -755.719
250 30.9455 -311855 -19.2609 163196 72.9682 72.9609 35.3961 120 131.973 -10.5114 -179.244 292.363 -3146.25 -719.69
300 30.6742 -311854 75.344 163209 72.9735 72.9669 35.3934 120 -53.9032 2.12768 277.808 555.827 -2981.14 -716.183
350 30.7272 -311854 -281.534 163218 72.9773 72.9693 35.3924 120 -450.152 -342.007 -52.4429 593.057 -3298.64 -471.293
400 30.4791 -311855 110.978 163209 72.976 72.9669 35.3923 120 208.647 -243.569 367.855 526.19 -2925.18 -975.314
450 29.6308 -311855 159.828 163207 72.977 72.9626 35.3934 120 437.48 79.9316 -37.9279 520.856 -2952.98 -552.754
500 29.5327 -311856 51.3195 163214 72.9834 72.9593 35.3933 120 -369.03 169.954 353.034 459.754 -3138.38 -954.164
550 29.5768 -311857 -161.898 163220 72.9859 72.9557 35.3952 120 -373.115 -11.8022 -100.777 497.746 -3361.17 -502.926
600 29.4434 -311857 52.9393 163215 72.9816 72.9524 35.3978 120 -40.4846 -78.0908 277.393 321.278 -3026.61 -1203.59
650 29.3725 -311856 181.551 163207 72.9746 72.9487 35.4012 120 260.852 45.5842 238.217 119.633 -3182.43 -321.296
700 29.5257 -311856 -140.026 163210 72.971 72.9458 35.405 120 -242.53 416.803 -594.352 497.681 -3306.84 -854.031
750 30.0131 -311856 -263.644 163209 72.9699 72.9478 35.4045 120 251.383 -236.811 -805.504 442.782 -3147.48 -674.094
800 30.3579 -311855 133.586 163194 72.974 72.9492 35.3985 120 278.142 -4.03731 126.654 427.772 -3239.9 -773.863
850 30.4791 -311854 95.206 163189 72.9808 72.9513 35.3932 120 48.6858 22.7792 214.153 396.826 -3234.88 -1037.85
900 30.8386 -311855 -146.166 163203 72.9882 72.9529 35.3918 120 -158.804 -457.783 178.09 152.116 -2907.35 -564.052
950 30.6805 -311854 373.832 163209 72.9907 72.9493 35.3935 120 78.8425 511.26 531.393 99.0728 -3491.67 -345.053
1000 30.036 -311854 35.5793 163217 72.9886 72.9499 35.3961 120 -115.598 444.803 -222.467 160.288 -3252.21 -738.013
1050 30.1923 -311855 75.0941 163214 72.983 72.9535 35.3964 120 -38.1078 124.335 139.055 361.829 -3126.68 -578.071
1100 29.5248 -311855 -281.812 163213 72.9773 72.957 35.3973 120 34.0274 -322.918 -556.547 277.159 -3270.8 -774.207
1150 29.5929 -311856 -22.8968 163196 72.9734 72.9571 35.3955 120 190.668 -72.8216 -186.537 412.483 -3166.52 -581.415
1200 29.4327 -311857 297.607 163177 72.9729 72.9558 35.3922 120 548.11 137.479 207.231 407.68 -3283.79 -767.09
1250 29.4655 -311857 196.113 163182 72.9774 72.9564 35.3907 120 -223.241 191.533 620.047 550.959 -2975.13 -558.236
1300 29.4544 -311856 -78.5587 163208 72.9826 72.9584 35.3929 120 -323.599 103.264 -15.3411 506.803 -2741 -698.847
1350 29.9825 -311856 -277.667 163224 72.9838 72.9581 35.3959 120 -543.711 -268.628 -20.6614 210.098 -2804.08 -431.135
1400 29.9732 -311855 -177.313 163214 72.9761 72.954 35.3994 120 -312.029 -89.4613 -130.447 245.061 -2765.43 -592.721
1450 30.208 -311855 44.2411 163192 72.9655 72.95 35.4018 120 275.225 224.502 -367.004 314.268 -2994.03 -846.436
1500 30.7687 -311855 97.5185 163187 72.9618 72.9514 35.4018 120 505.946 317.21 -530.601 482.786 -3200.25 -911.514
1550 30.599 -311854 181.275 163202 72.9662 72.9589 35.3992 120 539.619 -166.474 170.679 470.673 -3261.1 -781.226
1600 30.3244 -311854 -187.256 163231 72.9763 72.9648 35.3978 120 -121.152 -365.713 -74.9023 335.948 -3241.33 -710.195
1650 30.2365 -311854 -293.688 163240 72.9827 72.9642 35.3969 120 -705.417 -363.476 187.828 511.097 -2925.29 -873.102
1700 30.2015 -311856 88.4979 163204 72.9791 72.9554 35.3952 120 122.809 -28.796 171.481 600.416 -3238.48 -873.474
1750 29.653 -311856 315.633 163172 72.9747 72.9479 35.394 120 666.997 455.099 -175.199 58.7318 -3174.57 -697.073
1800 29.6027 -311856 29.3573 163193 72.9813 72.9514 35.3936 120 -11.8011 71.4252 28.448 342.106 -3121.35 -667.292
1850 29.5542 -311857 -126.813 163220 72.9897 72.9548 35.3938 120 -216.793 -88.4676 -75.1797 418.166 -3162.41 -559.685
1900 29.3583 -311856 -51.1605 163218 72.9938 72.9517 35.393 120 -229.804 -16.4734 92.7961 429.176 -3034.1 -795.117
1950 29.5228 -311856 -46.2579 163205 72.9917 72.9478 35.3929 120 -317.974 79.1071 100.093 293.603 -3176.58 -964.683
2000 29.9648 -311856 239.464 163201 72.9853 72.9488 35.3948 120 111.014 475.994 131.383 177.857 -3092.64 -1089.85
2050 29.992 -311855 -134.551 163221 72.9803 72.9558 35.3981 120 -197.968 -95.2267 -110.46 381.302 -3100.09 -1210.05
2100 30.5564 -311855 -255.807 163224 72.9738 72.9594 35.4002 120 -105.25 -246.239 -415.93 490.627 -3256.91 -922.139
2150 30.4649 -311854 248.857 163197 72.9664 72.9588 35.3982 120 396.568 185.323 164.681 324.965 -3478.75 -1075.31
2200 30.5861 -311854 51.8798 163193 72.9656 72.9607 35.3968 120 288.102 -3.31247 -129.15 339.514 -3425.11 -564.274
2250 30.3107 -311854 183.043 163215 72.9712 72.9634 35.3975 120 331.943 -261.979 479.165 456.874 -3162.06 -776.036
2300 30.2638 -311855 -177.464 163236 72.9792 72.9597 35.4 120 -27.0914 -322.335 -182.965 337.585 -2902.24 -563.253
2350 29.9405 -311855 -81.3711 163225 72.9829 72.9519 35.3996 120 -209.688 181.445 -215.87 243.464 -3157.11 -583.066
2400 29.5969 -311856 -83.3556 163206 72.9813 72.9489 35.3977 120 -334.305 204.317 -120.079 594.573 -3009.9 -771.556
2450 29.3731 -311856 -49.6033 163198 72.9785 72.9507 35.3964 120 -19.014 -201.082 71.2865 425.25 -3044.57 -981.578
2500 29.5208 -311856 -197.887 163204 72.9784 72.9531 35.3966 120 -276.348 -316.321 -0.993086 270.116 -2958.64 -963.682
