# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 52.372 -311826 -43.0936 163391 72.9907 73.0106 35.4032 120 -408.294 -126.812 405.825 348.664 -1874.7 2681.38
50 52.5551 -311827 -150.643 163381 72.9875 73.0088 35.4035 120 -332.546 -522.91 403.529 194.963 -1908.47 3212.32
100 52.5059 -311827 195.686 163361 72.9808 73.0043 35.4048 120 58.9539 290.02 238.086 171.507 -1799.43 3010.39
150 51.7539 -311826 -9.5243 163356 72.9744 73.0032 35.4073 120 -60.2446 555.245 -523.573 647.164 -1814.06 3188.26
200 52.2018 -311828 341.173 163364 72.9705 73.0071 35.409 120 481.369 256.475 285.677 371.168 -1832.44 3197.68
250 51.2732 -311827 -7.46503 163391 72.9729 73.0124 35.4112 120 390.022 -419.394 6.97636 476.269 -1950.44 2866.32
300 51.6302 -311828 -375.111 163414 72.9777 73.0143 35.4128 120 -264.421 -592.276 -268.637 480.874 -1744.24 3253
350 51.9872 -311828 -581.165 163412 72.9782 73.0127 35.4129 120 -586.115 -376.829 -780.551 -80.234 -2068.58 3282.63
400 51.4847 -311828 162.719 163382 72.9757 73.0081 35.4098 120 162.458 476.906 -151.206 571.072 -1931.09 3162.81
450 51.6646 -311827 266.227 163357 72.976 73.0053 35.4056 120 551.457 165.277 81.9453 492.79 -2203.83 3478.52
500 51.9078 -311827 170.562 163348 72.9805 73.0048 35.4017 120 -30.645 87.3887 454.943 10.6703 -2048.15 2978.46
550 52.1769 -311827 -152.059 163357 72.9855 73.0072 35.4002 120 -320.257 -39.0516 -96.8676 252.315 -2172.94 3320.8
600 52.2743 -311827 -244.527 163372 72.9875 73.0121 35.4 120 -358.26 -42.2626 -333.057 526.53 -1983.16 2867.17
650 51.9706 -311826 542.118 163389 72.9877 73.0188 35.4003 120 257.826 559.887 808.64 593.916 -2130.64 3066.69
700 52.5653 -311827 -240.518 163425 72.9893 73.0287 35.4027 120 -344.587 -543.542 166.574 539.663 -1846.95 3006.89
750 52.3778 -311827 -793.425 163441 72.9859 73.0325 35.4059 120 -1025.49 -954.434 -400.347 363.884 -1652.55 2945.7
800 51.9175 -311827 -194.235 163409 72.9725 73.0266 35.4083 120 -149.895 -194.328 -238.481 551.275 -1775.89 3181.94
850 52.296 -311828 471.086 163363 72.9581 73.0181 35.4095 120 776.602 330.078 306.578 495.053 -1906.54 2973.65
900 52.1678 -311828 459.351 163342 72.9517 73.0124 35.4108 120 1046.01 207.959 124.079 594.248 -1931.28 3067.73
950 51.5453 -311828 327.561 163355 72.9563 73.01 35.4125 120 852.31 329.938 -199.565 754.659 -2034.89 2746.49
1000 51.4306 -311827 -22.5179 163391 72.9682 73.0119 35.4137 120 34.2604 266.117 -367.931 681.012 -2169.46 3031.25
1050 51.9667 -311828 -369.55 163426 72.9806 73.0167 35.4128 120 83.3859 -453.875 -738.16 687.275 -1583.44 2700.78
1100 51.7171 -311827 -631.543 163429 72.9907 73.0163 35.4089 120 -817.051 -740.79 -336.789 512.737 -1888.95 3557.81
1150 52.1145 -311827 31.5141 163402 72.9946 73.0104 35.4038 120 -264.613 236.45 122.705 428.945 -1970.24 3384.63
1200 51.7517 -311826 166.909 163380 72.9949 73.0083 35.4001 120 -387.767 308.37 580.125 38.9112 -1750.49 3152.43
1250 52.4207 -311827 376.094 163373 72.993 73.0094 35.3989 120 62.4293 380.143 685.709 340.685 -1884.59 3122.87
1300 51.9615 -311826 -92.1468 163378 72.9901 73.0123 35.4001 120 -639.775 92.0827 271.252 513.266 -1553.57 3165.13
1350 52.4237 -311827 124.47 163385 72.9836 73.0144 35.4035 120 207.605 -182.64 348.446 154.115 -2126.58 3336.63
1400 51.4878 -311826 -466.08 163397 72.9781 73.0154 35.4083 120 -251.989 -482.561 -663.69 272.465 -1635.71 3222.46
1450 51.9599 -311828 -67.6181 163398 72.9736 73.0142 35.4113 120 -128.641 -246.957 172.744 658.35 -2043.33 3109.1
1500 52.1155 -311828 155.928 163396 72.9705 73.0112 35.414 120 144.332 428.106 -104.652 714.717 -1437.49 2852.01
1550 51.7376 -311828 71.5648 163392 72.9695 73.009 35.4146 120 475.081 215.661 -476.048 579.016 -1978.67 3287.91
1600 51.5642 -311827 -106.03 163391 72.9728 73.0089 35.4128 120 -81.0141 -9.83408 -227.241 354.122 -1743 3219.11
1650 52.3103 -311828 -203.708 163388 72.9772 73.0094 35.4097 120 -229.303 -7.92338 -373.898 613.331 -2050.91 3161.56
1700 51.6852 -311827 -219.485 163373 72.9791 73.0095 35.4055 120 -463.985 -21.1289 -173.343 732.892 -1960.22 3046.46
1750 52.2107 -311827 225.316 163353 72.9774 73.0095 35.4021 120 39.8128 123.06 513.076 483.082 -2075.99 2900.1
1800 52.0681 -311826 457.7 163354 72.9773 73.0103 35.4019 120 419.765 259.24 694.093 747.093 -2073.67 3206.98
1850 51.9195 -311826 111.883 163387 72.9813 73.0139 35.4054 120 32.4069 198.744 104.499 593.855 -1893.47 2953.18
1900 52.0407 -311826 -403.552 163434 72.9868 73.0199 35.4101 120 -371.939 -394.83 -443.889 432.331 -1975.83 2950.64
1950 52.5772 -311827 -484.62 163454 72.99 73.0215 35.4121 120 -227.224 -773.801 -452.835 338.377 -1716.11 2915.68
2000 51.9398 -311827 17.6143 163432 72.9887 73.0157 35.4107 120 -314.728 -104.729 472.3 265.177 -2035.03 2872.96
2050 52.1654 -311828 -33.2992 163397 72.9831 73.0097 35.4087 120 -52.6645 71.7401 -118.973 440.969 -2039.01 3237.93
2100 52.1669 -311829 -100.218 163367 72.9786 73.0056 35.4064 120 -160.282 294.281 -434.654 515.353 -2481.04 2591.19
2150 51.7647 -311829 260.96 163342 72.9759 73.003 35.4035 120 367.163 427.592 -11.8746 249.491 -2318.86 3596.95
2200 51.4046 -311828 468.826 163336 72.9768 73.0037 35.4014 120 739.512 242.965 424.001 621.949 -1994.92 2677.48
2250 51.7937 -311828 15.7103 163358 72.9832 73.0083 35.401 120 242.109 -100.512 -94.4659 575.387 -1882.66 3140.4
2300 52.278 -311828 -64.4541 163385 72.9896 73.0141 35.4009 120 -576.956 200.251 183.342 339.405 -1642.74 3245.17
2350 52.1416 -311827 -7.82828 163407 72.9912 73.0205 35.4018 120 -626.032 -42.1863 644.734 780.91 -1980.2 2825.06
2400 51.9318 -311826 -445.72 163422 72.9869 73.0256 35.4045 120 -125.093 -801.362 -410.706 558.179 -1909.26 2965.36
2450 52.3196 -311826 -4.46169 163410 72.9785 73.0247 35.4064 120 -251.59 -206.148 444.353 560.173 -2030.56 3068.23
2500 52.6051 -311827 131.911 163402 72.9688 73.0238 35.4099 120 119.251 221.384 55.0987 682.527 -2113.6 2918.96
2550 52.3909 -311827 -339.839 163401 72.9615 73.025 35.4126 120 122.5 -578.122 -563.894 639.973 -2283.77 2918.77
2600 51.6951 -311826 56.2872 163387 72.958 73.0233 35.4122 120 703.417 -295.487 -239.068 850.131 -1957.33 3062.68
2650 52.1594 -311828 352.415 163378 72.9622 73.0198 35.4099 120 942.245 -241.87 356.869 865.644 -2091.34 3299.07
2700 51.932 -311828 -307.088 163383 72.973 73.0137 35.4086 120 -208.268 -294.813 -418.184 674.434 -1719.64 2672.47
2750 51.6711 -311828 331.344 163377 72.9825 73.0058 35.4067 120 -160.002 604.417 549.617 341.597 -2036.99 2988.86
2800 51.3125 -311828 -366.855 163381 72.9902 73.0026 35.4053 120 -520.817 16.3687 -596.118 295.943 -2034.42 2902.8
2850 51.7911 -311828 183.524 163374 72.9936 73.0003 35.4032 120 -228.009 62.2338 716.347 525.313 -1752.38 2966.11
2900 51.6525 -311827 28.8506 163371 72.9923 72.9992 35.4037 120 -457.986 303.207 241.331 461.521 -2316.57 3081.71
2950 51.9429 -311827 125.749 163372 72.9872 73.0014 35.4054 120 499.829 -104.872 -17.7113 574.179 -1958.7 3011.22
3000 52.0358 -311827 256.47 163380 72.9844 73.0047 35.4068 120 321.822 284.252 163.334 459.638 -1879.5 3246.49
3050 51.9774 -311826 -78.2586 163396 72.9843 73.0091 35.4083 120 -389.966 147.927 7.26285 356.958 -2009.53 3191.38
3100 52.4608 -311826 183.459 163411 72.9826 73.0147 35.4096 120 -115.971 114.066 552.282 591.654 -2004.51 2887.32
3150 52.4188 -311826 -332.788 163418 72.98 73.0186 35.4105 120 190.108 -345.193 -843.279 462.659 -1517.26 3585.06
3200 52.2264 -311827 -316.104 163407 72.9782 73.0201 35.4082 120 -129.932 -442.949 -375.43 514.685 -1520.25 3094.91
3250 51.8025 -311827 209.212 163384 72.9769 73.0187 35.4046 120 280.636 86.8095 260.19 519.61 -1915.84 3436.72
3300 51.6354 -311828 693.005 163365 72.9761 73.0157 35.4023 120 643.265 286.455 1149.3 544.682 -1671.69 2669.68
3350 51.3686 -311828 217.844 163369 72.9779 73.0125 35.4039 120 221.839 69.9442 361.749 221.387 -2041.51 2946.95
3400 51.24 -311827 162.881 163384 72.9813 73.0096 35.4069 120 115.134 161.731 211.778 425.92 -2015.43 3252.31
3450 51.8072 -311828 -427.294 163399 72.9844 73.0078 35.4094 120 -427.102 109.941 -964.72 268.608 -2366.69 3144.74
3500 51.7138 -311827 -72.5055 163398 72.9857 73.0061 35.4094 120 -17.9562 228.142 -427.702 527.041 -1971.75 3327.39
3550 51.7973 -311827 103.68 163388 72.9855 73.005 35.408 120 -270.214 334.277 246.976 563.142 -1698.99 2825.93
3600 51.8593 -311826 221.632 163381 72.9819 73.0068 35.4073 120 42.4426 446.006 176.447 605.856 -1969.9 3066.03
3650 52.0785 -311826 33.8665 163386 72.9793 73.012 35.4072 120 1.09659 -2.70127 103.204 590.729 -1732.33 2964.78
3700 52.3601 -311826 24.1294 163398 72.9794 73.0171 35.4071 120 292.345 -317.358 97.401 780.499 -1879.73 3192.75
3750 52.422 -311826 -117.472 163406 72.9814 73.0186 35.4072 120 -267.394 61.5332 -146.555 515.027 -1730.94 3134.38
3800 52.248 -311827 -155.252 163400 72.9818 73.0176 35.4063 120 127.385 -245.104 -348.038 426.748 -1625.25 2993.19
3850 52.3141 -311828 109.057 163384 72.9823 73.0143 35.4041 120 139.742 -111.661 299.091 796.684 -2195.97 2460.77
3900 51.5784 -311827 -40.1796 163377 72.9828 73.0129 35.403 120 -230.54 108.906 1.09474 117.802 -1889.78 3134.48
3950 51.5661 -311827 336.194 163376 72.9823 73.0134 35.4028 120 248.101 -41.1833 801.663 397.192 -2092.38 2997.88
4000 51.974 -311829 -112.574 163386 72.9823 73.0127 35.4053 120 -298.224 163.343 -202.841 456.225 -1822.73 3171.77
4050 51.6717 -311828 158.058 163394 72.981 73.0121 35.4079 120 117.906 -28.2516 384.521 608.55 -2241.01 3115.3
4100 51.5794 -311827 129.044 163401 72.979 73.0114 35.4108 120 242.922 275.048 -130.838 672.041 -1894.72 3270.55
4150 51.7423 -311827 -277.208 163411 72.9778 73.0126 35.4129 120 -112.195 -69.577 -649.853 857.344 -2156.23 3202.16
4200 52.1342 -311827 -306.165 163410 72.9777 73.0125 35.4128 120 -312.166 -350.308 -256.021 233.748 -1918.4 3185.66
4250 52.464 -311827 -2.16373 163392 72.977 73.0096 35.4106 120 94.819 -72.6468 -28.6633 521.911 -2133.77 3130.36
