# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 40.3138 -311844 220.792 163227 72.977 72.9283 35.4144 120 568.924 474.699 -381.247 86.3971 -745.579 1460.76
50 39.9907 -311843 -134.726 163257 72.9827 72.9343 35.4152 120 36.4063 139.474 -580.058 324.769 -856.524 1094.37
100 40.3841 -311843 -189.658 163268 72.9874 72.9406 35.4121 120 -360.572 -51.7455 -156.656 -236.36 -1029.96 1402.28
150 40.35 -311842 -396.161 163257 72.9881 72.9446 35.4076 120 -542.952 -473.44 -172.09 79.8634 -1334.81 1282.74
200 40.2139 -311843 296.208 163220 72.983 72.9442 35.4021 120 269.57 107.84 511.214 -132.029 -1074.29 1258.61
250 40.2809 -311843 509.568 163210 72.9793 72.9468 35.4005 120 286.08 348.395 894.229 106.908 -1096.84 1420.62
300 39.9821 -311843 108.321 163238 72.9786 72.9529 35.4041 120 -295.986 70.2011 550.747 387.661 -733.928 1580.4
350 39.8018 -311843 -314.114 163262 72.9759 72.9569 35.4086 120 -389.114 -323.453 -229.774 57.9972 -865.427 1413.97
400 40.016 -311844 -333.977 163251 72.9701 72.9559 35.4096 120 323.516 -759.422 -566.026 125.253 -860.921 1524.09
450 39.4115 -311844 428.632 163218 72.9666 72.9491 35.4075 120 483.259 205.232 597.406 445.232 -849.254 1275.79
500 39.7971 -311844 311.717 163215 72.9692 72.9448 35.4075 120 287.701 383.407 264.043 73.9578 -1200.77 1344.7
550 39.4859 -311843 -65.99 163241 72.9765 72.9452 35.4094 120 25.7756 -127.241 -96.5042 19.4759 -893.994 1223.82
600 40.1507 -311844 -71.3177 163272 72.9821 72.9465 35.4128 120 -219.993 -166.638 172.677 209.672 -1141.92 1018.3
650 40.2184 -311843 -362.549 163288 72.9846 72.9443 35.4161 120 207.655 -485.126 -810.175 -112.275 -880.084 1430.86
700 39.9281 -311842 -389.908 163270 72.9847 72.9386 35.415 120 -324.973 -140.409 -704.343 -146.494 -1191.09 1206.22
750 40.1992 -311843 157.995 163221 72.9799 72.9326 35.4094 120 129.264 666.768 -322.046 -151.578 -900.26 1497.79
800 40.5006 -311843 444.158 163192 72.9779 72.9337 35.4038 120 284.782 519.193 528.498 -54.0807 -1144.92 1005.15
850 40.1489 -311843 2.30996 163215 72.9817 72.9431 35.4024 120 14.8855 -72.6806 64.725 20.567 -1043.71 1330.61
900 40.2955 -311843 115.471 163251 72.9868 72.9527 35.4029 120 175.688 -147.152 317.876 244.812 -937.868 1141.16
