# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 29.4785 -311861 -116.203 163247 72.8949 73.036 35.4064 120 -613.118 64.2385 200.271 1660.48 -2818.34 202.523
50 29.401 -311861 220.975 163215 72.8876 73.0359 35.403 120 -88.9494 177.58 574.295 1809.79 -2856.33 -91.2485
100 29.4545 -311861 321.19 163218 72.8808 73.0406 35.4046 120 312.812 228.093 422.664 1724.84 -2999.63 5.56003
150 29.2126 -311861 136.941 163267 72.881 73.0497 35.4107 120 459.15 -364.51 316.184 1498.49 -2907.6 -215.239
200 28.9738 -311862 -613.786 163313 72.8856 73.0525 35.4171 120 -318.42 -558.796 -964.143 1781.37 -3141.57 -145.195
250 28.7309 -311862 -556.522 163290 72.8854 73.0455 35.4157 120 -116.568 -410.756 -1142.24 1760.2 -2643.43 -147.166
300 28.5542 -311862 440.072 163230 72.8849 73.0331 35.4089 120 264.525 664.29 391.401 1464.64 -3018.64 -345.266
350 28.5491 -311862 637.94 163209 72.8866 73.0303 35.4048 120 185.048 937.577 791.196 1540.2 -2999.67 312.851
400 28.6977 -311862 -104.083 163242 72.8903 73.0391 35.406 120 -328.744 27.6899 -11.1948 1650.43 -2631.48 -77.8729
450 29.0269 -311862 -60.0863 163261 72.8883 73.046 35.4076 120 -210.031 -173.513 203.285 1762.97 -3257.09 193.877
500 28.6949 -311861 -213.661 163258 72.8824 73.0478 35.4091 120 108.518 -258.496 -491.005 1808.27 -2983.23 -367.64
550 28.9439 -311861 -112.872 163241 72.8788 73.046 35.4079 120 40.8202 -367.73 -11.7065 1717.79 -3115.08 80.6483
600 29.591 -311861 300.926 163216 72.8771 73.0403 35.4061 120 499.865 99.2138 303.699 1753.87 -2769.11 -53.7577
650 29.3022 -311861 291.623 163225 72.8839 73.0354 35.4073 120 337.393 132.522 404.955 1445.26 -2966.71 -391.593
700 29.5058 -311861 -311.875 163266 72.8957 73.0342 35.4109 120 -76.0933 -435.029 -424.502 1487.6 -2941.14 -187.958
750 29.1502 -311861 -368.03 163275 72.9034 73.0279 35.4123 120 -764.407 -44.39 -295.293 1732.23 -3228.44 -141.027
800 29.0937 -311861 445.53 163248 72.8994 73.0217 35.4113 120 52.9984 696.608 586.984 1560.84 -2815.01 67.0571
850 28.8771 -311862 -5.23269 163256 72.8952 73.0256 35.4131 120 52.5373 304.496 -372.731 1561.83 -3144.95 -93.0316
900 28.8517 -311862 -241.035 163272 72.892 73.0352 35.4135 120 -597.436 -120.844 -4.82406 1539.81 -3164.59 141.636
950 28.7627 -311862 -186.08 163251 72.8803 73.0409 35.4119 120 -137.312 -129.743 -291.185 1712.5 -2913.71 -146.545
1000 28.4259 -311862 304.061 163209 72.8674 73.0428 35.4082 120 645.539 153.577 113.067 1738.56 -3105.7 -315.675
1050 28.9458 -311862 580.042 163206 72.8655 73.0472 35.4062 120 729.029 471.41 539.688 1837.09 -2514.15 244.571
1100 28.9431 -311861 44.1729 163257 72.8752 73.0558 35.4085 120 85.3559 -190.121 237.284 1748.17 -2996.82 58.4314
1150 29.0727 -311861 -668.83 163303 72.8851 73.0588 35.4122 120 -494.838 -932.547 -579.104 1554.62 -2775.13 397.453
1200 29.5135 -311861 -297.15 163282 72.8877 73.0488 35.4111 120 -250.666 -145.2 -495.583 1725.39 -3082.03 248.333
1250 29.3211 -311861 371.957 163236 72.8863 73.0375 35.4073 120 184.894 339.763 591.215 1708.54 -3085.9 -64.6813
1300 29.5512 -311861 53.0847 163230 72.8887 73.0334 35.4069 120 -46.2083 148.281 57.1817 1328.28 -2842.52 -99.438
1350 29.1761 -311860 -52.0745 163246 72.8932 73.0341 35.4078 120 -152.34 57.1054 -60.9889 1535.83 -2869.61 174.303
1400 29.1495 -311861 -92.7436 163257 72.8957 73.0348 35.4086 120 -355.857 -113.981 191.607 1886.44 -2780.98 79.0224
1450 28.8069 -311862 -303.039 163255 72.8939 73.0318 35.4105 120 -511.199 -464.926 67.0083 1501.42 -3126 -108.455
1500 28.6972 -311862 178.65 163235 72.8864 73.0246 35.4133 120 461.278 174.216 -99.5435 1652.38 -3041.64 -31.7365
1550 28.6797 -311862 36.3952 163236 72.8836 73.0228 35.4159 120 -24.4572 514.372 -380.729 1736.46 -3121.36 -40.434
1600 28.4724 -311862 -79.7752 163247 72.8834 73.0303 35.4147 120 177.296 326.36 -742.982 1530.26 -2798.2 -20.9351
1650 28.6519 -311862 89.3548 163253 72.8856 73.0423 35.4091 120 180.693 -311.433 398.805 1699.4 -2993.33 -36.8963
1700 28.7448 -311861 -26.3796 163262 72.8889 73.0498 35.4057 120 -148.933 -263.241 333.036 1774.99 -2924.28 187.542
1750 28.9699 -311861 -43.6105 163266 72.8874 73.0537 35.4056 120 41.2986 -390.177 218.047 1911.91 -3159.05 -253.753
1800 28.973 -311860 -300.974 163269 72.8838 73.0529 35.4083 120 -219.518 -485.468 -197.937 1681.89 -3109.57 157.411
1850 29.5766 -311861 -108.372 163253 72.8806 73.0452 35.4101 120 156.134 -247.549 -233.702 1437.44 -2835.38 -152.976
1900 29.5542 -311861 308.011 163237 72.8826 73.0357 35.4102 120 281.292 312.209 330.534 1763.44 -2895.42 82.8219
1950 29.2062 -311861 -129.466 163244 72.8877 73.0309 35.4117 120 -268.817 62.2703 -181.85 1539.27 -3042.31 -79.2531
2000 29.2752 -311861 232.981 163239 72.8865 73.0278 35.4126 120 -155.724 726.388 128.28 1691.96 -3000.05 -34.7978
2050 28.6973 -311861 -74.9327 163243 72.8811 73.0344 35.4128 120 89.3934 48.5902 -362.782 1795.76 -2865.94 -104.221
2100 29.0056 -311863 9.41979 163248 72.8791 73.0432 35.4107 120 269.497 -218.185 -23.0529 1616.92 -3386.43 -52.193
2150 28.6355 -311862 -30.3976 163256 72.8803 73.0507 35.4082 120 80.5399 -58.8746 -112.858 1675.22 -3106.08 -375.315
2200 28.6063 -311862 118.888 163260 72.8831 73.0548 35.4058 120 -53.2833 -157.635 567.583 1742.34 -3201.63 -365.415
2250 28.5442 -311861 126.561 163281 72.8884 73.0561 35.407 120 171.039 24.4058 184.237 1778.59 -2839.24 -148.571
2300 28.674 -311861 -363.549 163302 72.8925 73.056 35.4097 120 -353.587 -581.53 -155.53 1634.36 -3149.88 -73.8454
2350 29.1585 -311862 -262.731 163268 72.8861 73.0461 35.4102 120 -334.073 -205.065 -249.055 1731.32 -3290.07 206.627
2400 29.0005 -311861 523.431 163205 72.8737 73.0326 35.409 120 670.183 354.446 545.664 1748.17 -2962.56 150.252
2450 29.2968 -311861 640.635 163206 72.8738 73.028 35.4116 120 770.685 850.338 300.883 1511.87 -3014.28 -71.2739
2500 29.4803 -311861 -298.157 163272 72.8865 73.0355 35.4161 120 -22.4529 -164.672 -707.347 1562.8 -2756.86 188.414
2550 29.3505 -311861 -465.3 163295 72.8958 73.0393 35.4146 120 -654.839 -324.919 -416.141 1734.78 -3230.18 -307.92
2600 28.9468 -311861 101.967 163253 72.8951 73.0346 35.4081 120 69.3416 130.442 106.116 1789.79 -3081.72 -46.6386
2650 28.9173 -311861 298.635 163212 72.8934 73.0295 35.4027 120 -224.348 391.318 728.935 1654.69 -2976.37 52.7196
2700 28.9061 -311862 205.656 163221 72.891 73.0324 35.4041 120 246.841 356.592 13.5336 1622.92 -2737.17 -74.8312
2750 28.6163 -311862 -54.1395 163260 72.8925 73.0414 35.4076 120 -38.3442 -300.869 176.794 1588.87 -3035.3 -55.2294
2800 28.8288 -311862 -593.592 163276 72.8904 73.0444 35.4106 120 -598.609 -566.699 -615.469 1228.01 -3026.79 -229.161
2850 28.4483 -311861 349.095 163255 72.8814 73.0418 35.4118 120 459.25 322.881 265.154 1919.7 -3059.73 7.88741
2900 28.7643 -311862 138.194 163260 72.8797 73.0418 35.4137 120 473.824 -12.4759 -46.7646 1621.73 -2921.78 -316.837
2950 28.9933 -311862 -450.498 163268 72.8867 73.039 35.4133 120 -308.513 -199.098 -843.885 1527.81 -3230.4 66.1431
3000 28.9961 -311861 109.304 163250 72.8919 73.0365 35.4081 120 74.9242 19.9544 233.032 1485.98 -3351.41 109.019
