# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 69.6109 -311796 490.494 163452 73.0833 72.9365 35.4076 120 439.891 547.509 484.083 -452.352 1536.57 1890.33
50 70.2161 -311796 795.27 163436 73.0801 72.9342 35.4067 120 488.518 966.302 930.991 -849.174 1469.28 2276.97
100 71.1563 -311798 564.911 163447 73.0795 72.9376 35.4078 120 218.724 1198.83 277.176 -611.552 1862.57 1842.44
150 70.2702 -311795 254.271 163480 73.081 72.9474 35.4094 120 387.397 614.588 -239.171 -432.84 1590.98 2057.99
200 70.8227 -311797 -233.081 163518 73.0841 72.9607 35.4099 120 76.6835 -119.591 -656.337 -217.592 1538.8 2298.99
250 69.9472 -311796 -894.93 163544 73.0859 72.9726 35.4087 120 -1056.25 -682.414 -946.129 -743.633 1801.04 2200.71
300 70.194 -311796 -681.875 163533 73.0825 72.9782 35.4054 120 -705.839 -1073.69 -266.093 -172.716 1594.13 2147.34
350 69.4453 -311796 243.975 163493 73.0751 72.9747 35.4019 120 339.612 -417.498 809.812 -240.077 1619.67 2016.43
400 69.7473 -311797 260.025 163455 73.0673 72.9675 35.4009 120 296.833 311.049 172.192 -451.43 1361.29 1991.58
450 70.2755 -311799 377.101 163436 73.062 72.9626 35.4018 120 531.282 145.342 454.68 -11.3026 1705.7 2430.43
500 70.3173 -311799 289.919 163442 73.0607 72.9596 35.4052 120 622.091 -126.646 374.313 66.9517 1351.39 2022.16
550 69.9856 -311798 175.044 163462 73.0632 72.957 35.4096 120 168.094 179.869 177.168 -471.325 1841.24 2316.7
600 69.4655 -311796 186.036 163490 73.068 72.9561 35.4137 120 531.061 -121.366 148.414 -636.203 884.76 1592.84
650 69.846 -311796 -515.719 163519 73.0764 72.9546 35.4167 120 199.979 -577.758 -1169.38 -529.682 1706.96 1934.8
700 69.7429 -311795 -369.69 163528 73.0854 72.9509 35.4161 120 -643.513 -273.586 -191.97 -456.041 1955.43 1686.55
750 70.7793 -311797 -884.289 163516 73.0908 72.946 35.4132 120 -553.482 -1085.51 -1013.88 -711.491 1587.51 2212.85
800 70.8896 -311797 257.56 163471 73.0913 72.9377 35.4074 120 -249.413 449.795 572.297 -986.781 1946.55 1765.93
850 70.4132 -311796 511.806 163434 73.0895 72.9324 35.4027 120 47.2687 886.344 601.804 -593.786 1447.25 1881.71
900 69.9726 -311796 497.607 163425 73.0881 72.9339 35.4007 120 -227.391 893.068 827.144 -723.364 1596.98 1934.98
950 70.0647 -311797 183.52 163447 73.0869 72.9421 35.4022 120 131.175 409.43 9.95435 -622.348 1435.55 2045.2
1000 69.4142 -311796 63.9928 163480 73.0862 72.9531 35.4041 120 6.98913 -244.993 429.983 -835.421 2081.94 1950.7
1050 69.6536 -311797 -250.507 163508 73.0848 72.9621 35.4066 120 -440.309 28.8155 -340.029 -701.419 1171.29 1976.58
1100 69.083 -311797 151.322 163526 73.0813 72.9694 35.4086 120 385.48 3.36574 65.1201 -578.205 1696.78 2041.12
1150 69.5424 -311797 -644.02 163547 73.0793 72.9761 35.4109 120 -503.583 -944.254 -484.223 -409.43 1491.43 1704.52
1200 68.9758 -311796 -657.943 163539 73.0749 72.9761 35.4113 120 -101.178 -1139.6 -733.05 -304.818 1595.29 1853.86
1250 69.9243 -311797 -487.226 163499 73.0702 72.9673 35.4093 120 -208.259 -62.4781 -1190.94 -333.041 1419.12 1937.54
1300 69.9511 -311796 422.125 163457 73.0662 72.9579 35.4066 120 128.488 196.925 940.961 -265.389 1624.96 1904.73
