# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 496.839 -310953 803.547 164602 72.4924 72.4924 36.1675 120
50 502.607 -310956 -1525.17 164612 72.4939 72.4939 36.1682 120
100 507.975 -310961 -1754.91 164619 72.495 72.495 36.1688 120
150 501.097 -310943 -834.675 164623 72.4956 72.4956 36.1691 120
200 507.543 -310951 -922.252 164625 72.4959 72.4959 36.1692 120
250 511.531 -310956 -863.841 164626 72.496 72.496 36.1693 120
300 511.646 -310957 -208.72 164625 72.4958 72.4958 36.1692 120
350 505.908 -310946 -1796.8 164623 72.4956 72.4956 36.1691 120
400 508.558 -310954 -1269.8 164619 72.495 72.495 36.1688 120
450 506.685 -310956 -985.356 164613 72.494 72.494 36.1683 120
500 505.337 -310959 -1244.4 164604 72.4928 72.4928 36.1677 120
550 506.427 -310968 -394.226 164594 72.4913 72.4913 36.1669 120
600 498.791 -310961 -1319.51 164583 72.4897 72.4897 36.1661 120
650 501.037 -310972 527.495 164571 72.4879 72.4879 36.1652 120
700 497.545 -310973 490.464 164559 72.4862 72.4862 36.1644 120
750 493.959 -310972 497.835 164550 72.4849 72.4849 36.1637 120
800 495.978 -310981 909.335 164542 72.4837 72.4837 36.1631 120
850 493.657 -310981 459.825 164536 72.4828 72.4828 36.1627 120
900 495.518 -310988 698.5 164531 72.4821 72.4821 36.1623 120
950 491.11 -310981 843.57 164528 72.4817 72.4817 36.1621 120
1000 497.345 -310993 -203.651 164527 72.4815 72.4815 36.162 120
1050 498.211 -310992 916.033 164526 72.4813 72.4813 36.1619 120
1100 495.536 -310984 1518.16 164527 72.4814 72.4814 36.162 120
1150 493.657 -310976 994.563 164530 72.4819 72.4819 36.1622 120
1200 499.354 -310982 -518.866 164534 72.4825 72.4825 36.1625 120
1250 501.836 -310980 323.174 164538 72.483 72.483 36.1628 120
1300 498.751 -310968 98.9976 164542 72.4836 72.4836 36.1631 120
1350 500.857 -310965 -1089.68 164545 72.4842 72.4842 36.1634 120
1400 504.853 -310967 562.751 164548 72.4845 72.4845 36.1635 120
1450 502.929 -310959 244.5 164550 72.4849 72.4849 36.1637 120
1500 501.701 -310954 1269.28 164554 72.4854 72.4854 36.164 120
1550 508.002 -310964 1089.8 164559 72.4862 72.4862 36.1644 120
1600 501.68 -310951 1276.95 164567 72.4873 72.4873 36.1649 120
1650 505.535 -310959 498.918 164577 72.4887 72.4887 36.1656 120
1700 505.909 -310962 287.761 164587 72.4902 72.4902 36.1664 120
1750 503.054 -310961 441.109 164597 72.4917 72.4917 36.1671 120
1800 499.425 -310960 1004.32 164608 72.4933 72.4933 36.1679 120
1850 500.614 -310967 1081.57 164620 72.4951 72.4951 36.1688 120
1900 504.627 -310980 -141.872 164634 72.4971 72.4971 36.1698 120
1950 501.52 -310981 -74.4291 164647 72.4991 72.4991 36.1708 120
2000 496.819 -310978 550.784 164660 72.5009 72.5009 36.1717 120
2050 494.415 -310979 -551.07 164673 72.5028 72.5028 36.1727 120
2100 499.608 -310994 95.5646 164685 72.5046 72.5046 36.1736 120
2150 493.925 -310987 507.916 164696 72.5063 72.5063 36.1744 120
2200 497.899 -310997 -213.981 164708 72.5081 72.5081 36.1753 120
2250 493.215 -310990 191.071 164719 72.5097 72.5097 36.1761 120
2300 488.304 -310980 -862.72 164730 72.5112 72.5112 36.1769 120
2350 492.532 -310986 -699.266 164738 72.5124 72.5124 36.1775 120
2400 493.542 -310985 -442.165 164745 72.5134 72.5134 36.178 120
2450 496.6 -310986 643.995 164750 72.5142 72.5142 36.1784 120
2500 497.921 -310984 -1613.75 164756 72.515 72.515 36.1788 120
2550 498.099 -310979 -629.872 164759 72.5155 72.5155 36.179 120
2600 505.044 -310987 261.778 164761 72.5158 72.5158 36.1791 120
2650 500.24 -310972 -760.497 164763 72.5161 72.5161 36.1793 120
2700 504.193 -310974 -1101.68 164764 72.5163 72.5163 36.1794 120
2750 503.507 -310969 -946.144 164764 72.5162 72.5162 36.1794 120
2800 503.72 -310966 -903.87 164762 72.516 72.516 36.1792 120
2850 510.064 -310976 -1447.91 164759 72.5155 72.5155 36.179 120
2900 508.717 -310973 672.668 164753 72.5146 72.5146 36.1786 120
2950 504.442 -310966 -435.418 164749 72.514 72.514 36.1783 120
3000 507.966 -310975 252.123 164745 72.5134 72.5134 36.1779 120
3050 504.315 -310973 -76.1546 164740 72.5128 72.5128 36.1776 120
3100 502.946 -310974 355.902 164736 72.5122 72.5122 36.1773 120
3150 501.553 -310977 507.907 164733 72.5116 72.5116 36.1771 120
3200 501.113 -310981 768.707 164730 72.5113 72.5113 36.1769 120
3250 497.28 -310980 -492.021 164729 72.5111 72.5111 36.1768 120
3300 493.361 -310977 497.069 164727 72.5108 72.5108 36.1767 120
3350 497.147 -310989 12.023 164726 72.5107 72.5107 36.1766 120
3400 490.507 -310980 -650.197 164725 72.5105 72.5105 36.1765 120
3450 494.344 -310989 112.184 164723 72.5103 72.5103 36.1764 120
3500 498.566 -310999 -1301.37 164722 72.5101 72.5101 36.1763 120
3550 492.531 -310987 340.857 164719 72.5096 72.5097 36.1761 120
3600 497.093 -310995 171.58 164717 72.5093 72.5093 36.1759 120
3650 498.107 -310995 -413.425 164715 72.5091 72.5091 36.1758 120
3700 496.312 -310988 37.8751 164713 72.5087 72.5087 36.1756 120
3750 497.171 -310985 626.547 164711 72.5084 72.5084 36.1755 120
3800 501.517 -310988 202.341 164710 72.5083 72.5083 36.1754 120
3850 500.431 -310982 2062.51 164710 72.5083 72.5083 36.1754 120
3900 499.902 -310976 -480.204 164713 72.5088 72.5088 36.1757 120
3950 502.391 -310976 -840.879 164716 72.5092 72.5092 36.1758 120
4000 504.585 -310978 -752.831 164717 72.5094 72.5094 36.1759 120
4050 503.355 -310972 -542.763 164717 72.5093 72.5093 36.1759 120
4100 504.61 -310973 1073.31 164715 72.5091 72.5091 36.1758 120
4150 502.969 -310969 -57.0022 164716 72.5092 72.5092 36.1759 120
4200 501.853 -310967 -1114.08 164717 72.5093 72.5093 36.1759 120
4250 500.258 -310965 690.101 164716 72.5091 72.5091 36.1758 120
4300 511.917 -310989 701.502 164715 72.5091 72.5091 36.1758 120
4350 497.927 -310966 -687.148 164716 72.5092 72.5092 36.1759 120
4400 503.725 -310982 232.86 164716 72.5092 72.5092 36.1759 120
4450 503.653 -310986 1370.08 164716 72.5093 72.5093 36.1759 120
4500 502.914 -310989 425.518 164719 72.5096 72.5096 36.1761 120
4550 495.101 -310979 1047.25 164722 72.5101 72.5101 36.1763 120
4600 500.58 -310994 385.458 164727 72.5108 72.5108 36.1766 120
4650 496.265 -310990 585.709 164732 72.5116 72.5116 36.177 120
4700 496.437 -310993 131.368 164739 72.5125 72.5125 36.1775 120
4750 495.257 -310994 -381.49 164745 72.5135 72.5135 36.178 120
4800 492.2 -310989 -412.603 164751 72.5143 72.5143 36.1784 120
4850 495.397 -310995 -299.768 164755 72.515 72.515 36.1787 120
4900 494.835 -310993 -439.289 164759 72.5155 72.5155 36.179 120
4950 493.844 -310988 -1021.75 164762 72.5159 72.5159 36.1792 120
5000 496.522 -310990 -389.879 164763 72.5161 72.5161 36.1793 120
5050 500.907 -310994 -555.435 164763 72.516 72.516 36.1793 120
5100 498.278 -310984 -351.115 164761 72.5159 72.5159 36.1792 120
5150 503.239 -310989 -775.686 164760 72.5156 72.5156 36.1791 120
5200 500.351 -310979 905.361 164757 72.5153 72.5153 36.1789 120
5250 505.811 -310985 30.7442 164756 72.5151 72.5151 36.1788 120
5300 506.339 -310983 -253.336 164756 72.515 72.515 36.1788 120
5350 505.891 -310980 -14.2521 164754 72.5148 72.5148 36.1787 120
5400 501.468 -310970 -585.51 164752 72.5146 72.5146 36.1785 120
5450 511.098 -310988 145.187 164750 72.5142 72.5142 36.1783 120
5500 503.116 -310974 -333.07 164747 72.5138 72.5138 36.1782 120
5550 503.488 -310978 -1025.52 164744 72.5134 72.5134 36.1779 120
5600 506.876 -310987 452.742 164740 72.5127 72.5127 36.1776 120
5650 499.634 -310978 74.4403 164735 72.512 72.512 36.1773 120
5700 502.905 -310989 1189.64 164731 72.5115 72.5115 36.177 120
5750 501.092 -310991 717.852 164729 72.5111 72.5111 36.1768 120
5800 497.241 -310987 -1279.6 164728 72.5109 72.5109 36.1767 120
5850 499.726 -310997 373.868 164725 72.5105 72.5105 36.1765 120
5900 496.233 -310994 138.946 164723 72.5102 72.5102 36.1764 120
5950 491.817 -310988 18.6277 164721 72.51 72.51 36.1763 120
6000 493.925 -310994 -578.964 164720 72.5097 72.5097 36.1761 120
6050 494.617 -310996 627.697 164717 72.5094 72.5094 36.176 120
6100 496.633 -311000 821.828 164716 72.5092 72.5092 36.1759 120
6150 496.75 -310998 300.255 164717 72.5093 72.5093 36.1759 120
6200 497.697 -310998 18.899 164718 72.5095 72.5095 36.176 120
6250 499.786 -311001 -828.454 164720 72.5098 72.5098 36.1761 120
6300 493.838 -310986 -1027.34 164720 72.5099 72.5099 36.1762 120
6350 502.358 -310998 106.407 164720 72.5097 72.5097 36.1761 120
6400 501.532 -310991 -457.606 164719 72.5096 72.5096 36.1761 120
6450 499.909 -310984 52.9558 164718 72.5094 72.5094 36.176 120
6500 499.812 -310980 -684.748 164716 72.5092 72.5092 36.1758 120
6550 501.461 -310980 236.709 164713 72.5088 72.5088 36.1756 120
6600 505.211 -310985 351.195 164711 72.5085 72.5085 36.1755 120
6650 500.245 -310973 240.599 164710 72.5083 72.5083 36.1754 120
6700 507.178 -310986 685.8 164709 72.5081 72.5081 36.1753 120
6750 499.711 -310972 944.867 164708 72.5081 72.5081 36.1753 120
6800 503.162 -310980 1784.3 164709 72.5082 72.5082 36.1754 120
6850 501.626 -310980 1278.39 164714 72.5089 72.5089 36.1757 120
6900 502.584 -310985 820.878 164720 72.5098 72.5098 36.1762 120
6950 504.772 -310993 290.936 164729 72.511 72.511 36.1768 120
7000 496.855 -310982 -528.462 164737 72.5123 72.5123 36.1774 120
7050 501.262 -310996 698.905 164745 72.5134 72.5134 36.178 120
7100 494.459 -310986 -1246.2 164753 72.5147 72.5147 36.1786 120
7150 501.049 -311001 -147.406 164760 72.5156 72.5156 36.1791 120
7200 498.375 -311001 -117.28 164766 72.5165 72.5165 36.1795 120
7250 496.435 -310999 199.434 164772 72.5174 72.5174 36.1799 120
7300 494.386 -310996 -253.15 164777 72.5182 72.5182 36.1803 120
7350 495.199 -310998 115.391 164782 72.5189 72.5189 36.1807 120
7400 491.791 -310991 -699.176 164787 72.5196 72.5196 36.181 120
7450 495.031 -310996 185.233 164791 72.5202 72.5202 36.1813 120
7500 503.616 -311009 -986.747 164795 72.5208 72.5208 36.1816 120
7550 498.837 -310998 -644.472 164797 72.5211 72.5211 36.1818 120
7600 501.476 -311000 -932.678 164799 72.5213 72.5213 36.1819 120
7650 494.996 -310983 -1016.52 164798 72.5213 72.5213 36.1819 120
7700 501.28 -310991 -370.1 164796 72.521 72.521 36.1817 120
7750 496.577 -310978 -352.972 164793 72.5205 72.5205 36.1815 120
7800 499.031 -310979 15.767 164789 72.5199 72.5199 36.1812 120
7850 506.863 -310992 -484.05 164784 72.5192 72.5192 36.1808 120
7900 499.715 -310976 88.3646 164779 72.5184 72.5184 36.1804 120
7950 499.356 -310975 634.209 164773 72.5176 72.5176 36.18 120
8000 503.647 -310983 -346.11 164769 72.5169 72.5169 36.1797 120
8050 500.488 -310978 -1076.04 164764 72.5162 72.5162 36.1793 120
8100 503.801 -310987 -636.978 164757 72.5152 72.5152 36.1788 120
8150 506.54 -310994 -179.57 164749 72.514 72.514 36.1783 120
8200 504.65 -310994 209.086 164741 72.5129 72.5129 36.1777 120
8250 501.412 -310991 52.3383 164734 72.5119 72.5119 36.1772 120
8300 500.836 -310993 1210.83 164728 72.5109 72.5109 36.1767 120
8350 500.099 -310996 838.362 164723 72.5102 72.5102 36.1764 120
8400 496.973 -310994 -101.619 164720 72.5098 72.5098 36.1762 120
8450 498.414 -311000 208.838 164718 72.5095 72.5095 36.176 120
8500 496.364 -311000 700.108 164716 72.5092 72.5092 36.1758 120
8550 495.578 -311000 573.909 164715 72.509 72.509 36.1758 120
8600 496.675 -311003 679.503 164715 72.509 72.509 36.1758 120
8650 491.437 -310994 42.5853 164715 72.5091 72.5091 36.1758 120
8700 499.495 -311008 152.253 164717 72.5093 72.5093 36.1759 120
8750 494.904 -310997 939.864 164719 72.5096 72.5096 36.176 120
8800 487.83 -310981 484.824 164722 72.5101 72.5101 36.1763 120
8850 497.38 -310996 1412.93 164726 72.5107 72.5107 36.1766 120
8900 500.917 -310999 1774.04 164733 72.5117 72.5117 36.1771 120
8950 500.395 -310994 79.0534 164742 72.5131 72.5131 36.1778 120
9000 496.567 -310984 -367.923 164752 72.5146 72.5146 36.1785 120
9050 501.568 -310989 906.554 164762 72.516 72.516 36.1792 120
9100 502.878 -310990 -386.025 164772 72.5175 72.5175 36.18 120
9150 501.247 -310984 -354.483 164782 72.5189 72.5189 36.1807 120
9200 503.539 -310987 509.595 164790 72.5201 72.5201 36.1813 120
