# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 20.7114 -311882 13.4032 163192 72.9662 72.9539 35.3996 120 -19.6803 -6.86496 66.7548 1079.27 -4087.64 1313.75
50 20.7626 -311881 -479.572 163222 72.971 72.96 35.4008 120 -488.65 -409.612 -540.453 718.741 -4522.26 1287.06
100 20.8696 -311881 -124.305 163185 72.9665 72.9563 35.3967 120 -123.008 -133.135 -116.774 859.226 -4199.54 1591.61
150 20.8611 -311881 326.901 163153 72.9634 72.9512 35.3939 120 355.356 150.687 474.659 899.71 -4319.81 1213.24
200 20.948 -311881 -147.29 163168 72.9675 72.9505 35.3953 120 163.192 -623.904 18.8418 668.035 -4119.32 1546.98
250 21.257 -311881 8.21454 163177 72.9716 72.9437 35.3986 120 -178.183 291.001 -88.1737 596.145 -4150.63 1460.96
300 21.3241 -311881 84.9165 163190 72.9693 72.9438 35.4025 120 -252.204 315.877 191.076 689.709 -4170.72 1575.85
350 21.1854 -311880 -225.977 163197 72.9606 72.9496 35.4053 120 7.90872 -12.5514 -673.288 883.681 -4118.99 1454.02
400 21.2285 -311881 178.652 163181 72.9544 72.9549 35.4024 120 519.517 147.964 -131.525 831.755 -4177.33 1287.84
450 21.1152 -311881 -150.666 163186 72.9598 72.9629 35.3971 120 -121.895 -181.849 -148.256 731.026 -4339.63 1611.58
500 20.988 -311881 102.438 163183 72.9645 72.9673 35.3919 120 48.7081 -415.515 674.12 719.972 -4394.78 1463.99
550 20.822 -311881 -152.977 163186 72.9695 72.9636 35.392 120 288.953 -611.696 -136.187 947.547 -4265.9 1398.19
600 20.8353 -311882 -142.78 163162 72.9751 72.9502 35.3906 120 -149.415 -269.051 -9.87456 661.182 -3994.6 1358.13
650 20.5745 -311881 233.31 163135 72.9776 72.9364 35.3903 120 -275.791 509.656 466.064 530.705 -4045.66 1458.46
700 20.7207 -311882 263.507 163161 72.9785 72.9354 35.3959 120 -180.957 784.097 187.38 606.497 -4122.73 1412.88
750 20.7867 -311881 -230.845 163200 72.9743 72.944 35.4023 120 -188.7 -42.027 -461.808 689.373 -4285.17 1714.28
800 21.0385 -311881 -278.821 163197 72.9643 72.9489 35.4039 120 142.807 -434.985 -544.285 821.324 -4309.29 1518.73
850 20.9784 -311880 -88.6181 163165 72.9576 72.9484 35.4005 120 -94.4901 17.2764 -188.641 803.322 -4595.51 1569.76
900 21.4069 -311881 283.472 163139 72.9537 72.9502 35.3959 120 469.355 242.912 138.147 658.727 -4055.9 1367.12
950 21.3755 -311880 244.374 163160 72.9603 72.957 35.3939 120 282.256 146.082 304.785 956.051 -4152.06 1380.34
1000 21.203 -311880 -79.3169 163206 72.9717 72.9654 35.3943 120 -112.115 -336.19 210.354 1028.7 -4065.29 1402.35
1050 21.1356 -311881 -386.746 163219 72.9744 72.9653 35.3959 120 -535.755 -439.328 -185.153 715.18 -4052.08 1342.66
1100 21.134 -311881 293.983 163186 72.9665 72.9561 35.3971 120 92.5371 204.481 584.932 665.903 -4013.87 1398.27
1150 20.9656 -311881 -157.625 163181 72.9609 72.9501 35.4017 120 243.229 -310.621 -405.482 1080.68 -4292.32 1501.48
1200 20.8293 -311881 248.963 163174 72.9632 72.943 35.4024 120 399.22 387.051 -39.3812 946.382 -4207.3 1486.02
1250 20.8051 -311881 41.4181 163187 72.9734 72.9421 35.4007 120 -207.07 390.804 -59.4794 564.818 -4192.76 1478.02
1300 20.6142 -311881 -198.202 163201 72.9773 72.9481 35.3989 120 -493.342 31.8309 -133.094 780.334 -4145.69 1359.83
1350 20.7536 -311882 -217.184 163190 72.9723 72.9531 35.3965 120 -63.7198 -213.795 -374.036 567.616 -4110.51 1444.65
1400 20.8079 -311881 -135.588 163166 72.9675 72.9542 35.3932 120 -38.0261 -415.056 46.3169 442.758 -4311.69 1320.44
1450 21.1194 -311881 149.519 163149 72.9653 72.9508 35.3922 120 399.78 -258.095 306.871 762.535 -4139.02 1370.7
1500 20.9963 -311880 202.897 163148 72.9691 72.9426 35.3941 120 373.117 13.3829 222.19 783.133 -4087.19 1642.7
1550 21.352 -311880 98.8449 163175 72.9759 72.9394 35.3983 120 -452.52 568.639 180.416 700.825 -4138.91 1427.21
1600 21.2944 -311880 -153.144 163211 72.9741 72.9481 35.4026 120 -371.833 -9.01888 -78.5798 823.151 -4084.41 1278.42
1650 21.3481 -311881 -449.218 163208 72.9654 72.9543 35.4033 120 -166.427 -376.609 -804.618 886.667 -4347.96 1471.12
1700 21.2552 -311881 47.2363 163168 72.9579 72.9546 35.3981 120 149.281 71.5095 -79.0815 838.852 -4298.56 1339.11
1750 21.0875 -311881 282.706 163152 72.9563 72.9578 35.3937 120 295.449 215.193 337.478 918.294 -4280.15 1603.55
1800 20.7324 -311881 33.6684 163176 72.9616 72.9625 35.3942 120 96.1158 -460.727 465.616 519.654 -4051.52 1266.46
1850 20.6761 -311881 -239.947 163194 72.9681 72.9571 35.3975 120 -216.489 -325.801 -177.551 637.166 -4362.59 1367.08
1900 20.5875 -311881 133.599 163182 72.9712 72.9474 35.3982 120 -78.4992 427.824 51.4727 804.525 -4294.32 1574.63
1950 20.618 -311881 41.3646 163187 72.9736 72.9453 35.3991 120 -17.7373 123.296 18.5348 653.001 -3992.47 1245.66
2000 20.8282 -311882 -250.505 163190 72.9749 72.9463 35.3986 120 -485.613 -129.722 -136.181 617.095 -4179.81 1877.22
2050 21.0201 -311881 346.797 163159 72.9679 72.9444 35.3962 120 81.5357 479.936 478.919 745.686 -4411.26 1665.14
2100 21.0523 -311881 -90.8093 163172 72.9619 72.9515 35.3985 120 203.128 -333.6 -141.955 1116.87 -4020.33 1382.43
2150 21.1608 -311880 -307.219 163197 72.9623 72.9555 35.4017 120 -416.696 -223.298 -281.663 811.9 -4319.17 1455.76
2200 21.2763 -311881 44.456 163178 72.9577 72.9543 35.4004 120 244.908 207.716 -319.257 857.737 -4047.43 1286.99
2250 21.3009 -311881 446.214 163157 72.9571 72.9552 35.3958 120 591.529 196.552 550.563 970.164 -4321.85 1463.43
2300 21.1248 -311880 115.423 163185 72.9673 72.9591 35.395 120 -7.95897 -88.8943 443.121 836.713 -4393.74 1387.32
2350 21.0857 -311881 -395.161 163204 72.9739 72.9572 35.3969 120 -594.469 -341.245 -249.769 636.492 -4126.56 1703.32
2400 21.1444 -311882 71.0651 163175 72.9693 72.9484 35.3969 120 -248.783 295.007 166.971 796.953 -4509.65 1213.01
2450 20.7681 -311882 -19.5801 163166 72.966 72.9449 35.3984 120 23.5214 142.792 -225.054 898.064 -3935.62 1517.26
2500 20.7551 -311882 184.025 163165 72.9667 72.9436 35.3984 120 359.356 76.0405 116.677 761.772 -4209.29 1410.25
2550 20.8878 -311882 -116.839 163171 72.9727 72.9429 35.3973 120 -257.767 206.773 -299.524 635.694 -3994.73 1280.19
2600 20.7298 -311882 180.01 163182 72.9757 72.9475 35.396 120 -46.5272 197.658 388.898 628.997 -4289.26 1646.64
2650 20.8085 -311881 -202.383 163201 72.974 72.9546 35.3974 120 -154.68 -438.787 -13.6824 826.806 -4386.37 1468.7
2700 21.0048 -311881 -59.9176 163193 72.9666 72.9534 35.3999 120 15.3225 -56.1753 -138.9 798.638 -4039.41 1538.75
2750 21.1289 -311881 26.1872 163192 72.962 72.9522 35.4024 120 271.037 130.926 -323.401 852.543 -4431.19 1478.39
2800 21.5043 -311881 -166.391 163197 72.9641 72.9548 35.4012 120 -114.815 -97.2467 -287.112 822.244 -4209.03 1452.48
2850 21.1563 -311880 8.32411 163180 72.9657 72.9545 35.3968 120 -38.2872 -391.502 454.761 734.287 -4142.15 1338.55
2900 21.4191 -311881 184.188 163154 72.9671 72.946 35.3946 120 74.8934 258.57 219.101 581.613 -3918.19 1504.08
2950 21.3711 -311881 83.8033 163166 72.9702 72.9448 35.3965 120 314.643 202.721 -265.954 920.473 -4144.06 1637.55
3000 21.0853 -311881 -213.673 163195 72.9737 72.9508 35.3981 120 -470.967 -169.146 -0.906445 731.338 -4032.51 1371.83
3050 20.7775 -311881 250.594 163183 72.9692 72.9518 35.3972 120 176.324 391.544 183.913 637.96 -4067.45 1404.13
3100 20.7447 -311882 178.063 163180 72.968 72.9535 35.3963 120 181.904 117.21 235.075 884.476 -4371.26 1387.83
3150 20.6621 -311881 -110.759 163190 72.9689 72.9554 35.3971 120 -234.241 -100.7 2.66425 689.922 -4191.3 1595.11
3200 20.7732 -311882 -148.106 163173 72.9637 72.9542 35.3965 120 -103.505 -142.972 -197.84 775.528 -4403.74 1539.47
3250 20.6417 -311882 298.495 163151 72.9601 72.9528 35.3941 120 616.413 68.5571 210.514 718.877 -3938.24 1582.36
3300 21.082 -311882 -140.177 163187 72.9699 72.9545 35.3963 120 -392.249 -61.1322 32.8504 513.034 -4195.39 1576.01
3350 21.0208 -311880 -171.65 163215 72.9729 72.9556 35.4006 120 -338.951 51.781 -227.781 717.003 -4120.58 1329.15
3400 21.0853 -311880 -96.6668 163203 72.9658 72.9553 35.4015 120 158.642 -233.455 -215.187 925.415 -4124.03 1259.74
3450 21.3896 -311880 120.305 163166 72.959 72.951 35.3989 120 299.365 40.3933 21.1568 981.84 -4184.93 1326.58
3500 21.3761 -311880 215.456 163145 72.9605 72.9477 35.3952 120 322.402 377.914 -53.9474 735.915 -4136.38 1644.83
3550 21.1869 -311880 207.953 163159 72.9695 72.95 35.3926 120 -80.9194 89.742 615.036 575.503 -3996.63 1372.23
3600 21.1878 -311881 -164.779 163205 72.9784 72.9545 35.3961 120 -203.613 -229.708 -61.0148 602.393 -4103.41 1254.91
3650 21.0426 -311881 -470.433 163226 72.9808 72.9543 35.3997 120 -756.038 -302.379 -352.882 864.526 -4066.94 1570.63
3700 20.6218 -311881 -116.712 163179 72.9697 72.9456 35.3992 120 31.4435 -240.685 -140.896 762.985 -4016.55 1606.6
3750 20.6541 -311882 592.465 163133 72.9613 72.9382 35.3969 120 598.639 696.285 482.471 879.058 -4218.85 1367.42
3800 20.7262 -311882 -102.004 163171 72.9647 72.9488 35.3982 120 -145.05 369.222 -530.185 752.886 -4068.87 1634.27
3850 20.6027 -311881 77.2605 163203 72.966 72.9643 35.3969 120 307.891 -393.047 316.937 806.268 -4048.26 1225.65
3900 20.8253 -311881 -258.665 163208 72.9656 72.9678 35.3967 120 -141.156 -606.41 -28.4296 729.275 -4155.97 1505.56
3950 21.0726 -311881 96.4731 163178 72.9624 72.9585 35.3962 120 101.604 4.85247 182.963 821.717 -4115.36 1556.54
