       0    4.3962466 
       0    4.3962631 
       0    4.3962782 
       0    4.3963004 
       0    4.3963166 
       0    4.3963062 
       0    4.3962866 
       0    4.3962701 
       0    4.3962622 
       0    4.3962692 
       0    4.3962784 
       0    4.3962975 
       0    4.3963143 
       0    4.3963024 
       0    4.3962844 
       0    4.3962637 
       0    4.3962532 
       0    4.3962503 
       0    4.3962624 
       0    4.3962769 
       0    4.3963041 
       0    4.3963001 
       0    4.3962774 
       0    4.3962565 
       0    4.3962557 
       0    4.3962581 
       0    4.3962635 
       0    4.3962879 
       0    4.3963132 
       0     4.396319 
       0    4.3962913 
       0    4.3962757 
       0    4.3962618 
       0    4.3962627 
       0    4.3962704 
       0    4.3962886 
       0    4.3963039 
       0    4.3963133 
       0    4.3962942 
       0    4.3962728 
       0    4.3962611 
       0    4.3962517 
       0     4.396257 
       0    4.3962724 
       0    4.3962916 
       0    4.3963023 
       0    4.3962881 
       0     4.396269 
       0    4.3962582 
       0    4.3962466 
