# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 681.395 -310555 5995.28 163964 72.3987 72.3987 36.1207 120
50 693.086 -310569 5539.08 164020 72.407 72.407 36.1249 120
100 699.529 -310564 4461.13 164099 72.4186 72.4186 36.1306 120
150 704.186 -310550 5724.21 164192 72.4323 72.4323 36.1375 120
200 709.411 -310541 4793.29 164300 72.4481 72.4481 36.1454 120
250 710.776 -310532 3768.64 164416 72.4651 72.4651 36.1539 120
300 712.879 -310535 2870.48 164538 72.483 72.483 36.1628 120
350 709.898 -310539 2038.56 164660 72.501 72.501 36.1718 120
400 703.422 -310545 2483.42 164778 72.5184 72.5184 36.1804 120
450 700.81 -310562 470.816 164891 72.5349 72.5349 36.1887 120
500 694.257 -310569 231.491 164994 72.55 72.55 36.1962 120
550 690.399 -310577 -605.222 165086 72.5635 72.5635 36.2029 120
600 684.685 -310574 -1715.03 165164 72.5748 72.5748 36.2086 120
650 698.753 -310599 -957.757 165225 72.5838 72.5838 36.2131 120
700 692.875 -310578 -2281.07 165271 72.5905 72.5905 36.2164 120
750 701.356 -310579 -2753.99 165299 72.5947 72.5947 36.2185 120
800 703.278 -310565 -2100.65 165310 72.5962 72.5962 36.2193 120
850 709.424 -310561 -1900.87 165307 72.5958 72.5958 36.2191 120
900 709.189 -310551 -624.601 165295 72.594 72.594 36.2182 120
950 713.252 -310558 -1856.47 165279 72.5917 72.5917 36.217 120
1000 706.298 -310554 -125.082 165256 72.5884 72.5884 36.2154 120
1050 702.755 -310563 -1500.23 165232 72.5849 72.5849 36.2136 120
1100 701.207 -310581 -1441.99 165205 72.5809 72.5809 36.2116 120
1150 692.486 -310582 -954.61 165175 72.5765 72.5765 36.2094 120
1200 691.608 -310594 425.023 165143 72.5718 72.5718 36.2071 120
1250 686.539 -310591 -87.1552 165113 72.5674 72.5674 36.2049 120
1300 690.361 -310597 474.938 165085 72.5634 72.5634 36.2029 120
1350 698.959 -310603 1098.34 165062 72.56 72.56 36.2012 120
1400 696.193 -310585 -400.291 165046 72.5576 72.5576 36.2 120
1450 702.39 -310581 1827.61 165034 72.5558 72.5558 36.1991 120
1500 708.76 -310582 1760.32 165030 72.5552 72.5552 36.1988 120
1550 707.955 -310576 2354.26 165035 72.5559 72.5559 36.1992 120
1600 703.809 -310572 390.945 165050 72.5583 72.5583 36.2003 120
1650 705.269 -310585 603.471 165073 72.5615 72.5615 36.202 120
1700 698.871 -310587 1028.71 165100 72.5655 72.5655 36.2039 120
1750 694.878 -310595 2119.05 165129 72.5698 72.5698 36.2061 120
1800 698.288 -310614 31.7761 165165 72.575 72.575 36.2087 120
1850 691.152 -310607 802.623 165204 72.5807 72.5807 36.2115 120
1900 691.893 -310608 -483.683 165244 72.5866 72.5866 36.2144 120
1950 696.897 -310613 309.874 165282 72.5921 72.5921 36.2172 120
2000 696.976 -310602 -37.9471 165319 72.5976 72.5976 36.2199 120
2050 698.054 -310592 -1030.54 165354 72.6027 72.6027 36.2225 120
2100 697.747 -310579 373.112 165383 72.607 72.607 36.2246 120
2150 707.734 -310589 -111.132 165410 72.611 72.611 36.2266 120
2200 706.699 -310585 -671.195 165433 72.6143 72.6143 36.2283 120
2250 710.221 -310596 -524.527 165452 72.617 72.617 36.2296 120
2300 703.086 -310592 -102.417 165464 72.6188 72.6188 36.2306 120
2350 698.094 -310596 -1777.77 165472 72.62 72.62 36.2311 120
